"cell","Agbl1","Bank1","Ccl5","Ccr9","Cd79a","Chil3","Cldn5","Col1a2","Col3a1","Ddx60","Dhx58","Gzma","Ifi30","Ifi35","Ifih1","Ifit1","Ifit2","Ifit3","Isg15","Kcnip4","Pkib","Prickle2","Retnlg","Rsad2","S100a8","S100a9","Samhd1","Sftpa1","Sftpb","St8sia6","Stat1","Usp18","Znfx1","unknow"
"(1141.42, 282.43)",2,7,0,0,7,0,0,5,1,11,0,0,0,0,0,0,0,0,0,8,0,0,0,1,1,0,1,0,0,0,0,5,7,3
"(1141.48, 158.33)",4,6,1,0,4,0,0,2,8,8,0,1,0,0,0,1,0,0,0,21,0,2,2,1,0,0,0,1,0,1,3,12,15,4
"(1142.27, 24.75)",2,0,0,0,1,0,0,6,2,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,2,0,2
"(1142.34, 2577.89)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,3,0,0,0,0,0,0,2,0,1,3,4,3
"(1142.48, 135.08)",3,2,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,2,0,0,4,3,0
"(1142.64, 2762.19)",2,1,0,0,1,0,0,0,1,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,5,3
"(1143.06, 653.00)",2,3,1,0,2,0,0,1,6,1,0,0,0,0,0,0,0,0,0,8,0,2,0,1,0,0,0,0,5,0,0,5,8,2
"(1143.25, 2384.32)",0,5,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,2,2,5
"(1143.76, 2718.52)",0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,6,0,7
"(1143.77, 2397.20)",6,8,0,1,6,0,0,1,1,7,0,0,0,0,0,0,0,0,2,6,1,0,0,5,0,0,2,1,0,0,0,6,6,21
"(1144.01, 1547.75)",0,1,0,0,1,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1
"(1144.01, 679.62)",1,5,0,1,1,0,0,8,2,3,0,3,0,0,0,0,0,0,0,7,0,0,1,1,0,0,0,0,0,0,1,5,5,1
"(1144.29, 2441.02)",12,9,0,1,0,0,2,1,0,7,0,0,0,0,0,0,0,0,1,7,0,1,0,1,0,1,0,2,2,0,6,9,14,17
"(1144.36, 2795.88)",0,5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,4
"(1144.38, 1388.25)",5,0,0,0,3,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,6,1
"(1144.46, 1645.74)",3,5,0,0,1,0,0,5,4,5,0,1,0,0,1,0,0,0,1,6,0,0,1,3,0,0,0,0,6,0,1,13,10,2
"(1144.82, 1408.92)",1,5,3,0,2,0,0,0,2,8,0,0,0,0,1,0,0,0,1,4,1,4,0,3,0,0,1,1,3,0,2,7,4,7
"(1145.00, 307.84)",0,2,2,0,1,0,0,2,9,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,4,11,1
"(1145.47, 2772.34)",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,2
"(1145.52, 14.01)",1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"(1147.62, 2546.41)",5,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"(1147.95, 1333.90)",5,1,0,1,2,0,0,3,11,5,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,0,0,0,0,0,1,4,5,5
"(1148.12, 2293.22)",0,1,0,0,3,0,0,3,1,9,0,0,0,0,0,0,0,2,0,2,0,0,2,0,0,0,1,0,3,0,0,4,7,13
"(1148.44, 2826.90)",3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"(1148.59, 2453.87)",0,6,0,0,1,0,0,0,2,8,0,0,0,0,0,0,0,0,1,2,0,1,0,1,0,0,1,1,0,0,1,3,2,10
"(1148.66, 2490.06)",3,18,0,1,0,1,0,6,2,6,0,1,0,0,1,0,1,1,3,2,0,4,0,1,0,0,0,1,5,0,1,9,2,14
"(1148.77, 2220.86)",3,4,0,0,4,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,9,0,1
"(1148.81, 668.24)",3,13,2,0,0,1,0,0,3,3,0,0,1,0,0,0,0,0,0,3,0,1,0,1,2,0,0,1,6,0,1,3,1,1
"(1148.96, 705.61)",3,4,3,0,4,0,0,3,16,0,0,0,0,0,0,0,0,0,0,1,0,0,6,1,0,0,0,0,0,0,0,6,4,1
"(1149.17, 297.67)",5,5,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,9,0,1,0,3,0,0,0,0,0,0,0,8,7,1
"(1149.93, 2190.94)",4,6,0,1,1,0,0,0,1,5,0,0,0,0,0,0,0,0,1,5,0,2,0,0,0,0,0,0,3,0,1,10,3,7
"(115.55, 1279.59)",4,6,0,0,2,0,4,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,4,0,0,1,2,2
"(115.57, 1104.91)",1,0,0,0,4,0,0,1,2,1,0,0,0,0,0,0,0,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,6
"(115.95, 2308.57)",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11
"(1150.15, 248.18)",1,0,0,0,0,0,0,2,8,3,0,0,0,0,0,0,0,0,1,12,1,0,1,1,0,0,0,0,0,0,1,2,6,6
"(1150.41, 2233.75)",0,1,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,3,0,0,4,7,1
"(1150.83, 2508.96)",3,3,0,0,1,0,0,0,5,7,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,4,4,1
"(1150.92, 1288.99)",1,29,5,0,0,1,0,0,13,9,0,0,0,0,0,0,0,0,0,6,0,3,2,1,1,1,1,1,7,2,1,6,12,8
"(1151.13, 2635.19)",0,4,1,0,2,0,0,0,2,10,0,0,0,0,0,0,1,0,0,3,0,0,0,1,0,0,1,0,0,0,2,1,11,13
"(1151.25, 1442.39)",6,5,7,1,3,0,3,2,2,8,0,3,0,0,3,0,0,1,1,12,0,0,0,1,0,0,0,0,0,1,1,5,8,14
"(1151.58, 2557.89)",4,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,4,1,4
"(1151.64, 1553.58)",5,12,5,1,0,0,0,0,6,4,0,1,0,0,0,0,0,0,0,4,0,2,1,0,0,0,1,0,1,1,1,4,15,2
"(1151.78, 1344.71)",2,1,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,1,0,0,1,3,4,2
"(1152.27, 1301.67)",1,3,2,0,1,0,0,0,2,7,0,0,0,0,0,0,1,0,2,8,0,1,2,0,0,0,0,0,0,0,1,4,6,6
"(1152.70, 2584.63)",1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,1,3,1,1
"(1152.73, 2782.70)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
"(1152.88, 339.88)",0,5,1,0,1,0,0,14,31,7,0,1,0,0,0,0,0,0,0,3,0,0,10,0,0,0,1,2,6,1,1,12,14,0
"(1152.93, 2245.06)",2,2,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,1,2,0,2,0,1,0,0,0,0,1,0,0,1,0,4
"(1153.15, 1318.02)",7,0,0,1,1,0,2,0,1,3,0,1,0,1,0,0,0,0,0,5,0,0,0,2,0,1,0,0,0,0,0,6,5,2
"(1153.82, 2203.40)",1,5,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,3,0,1,0,1,0,0,1,0,6,0,0,6,6,4
"(1154.07, 2690.79)",2,7,0,0,1,0,0,1,0,15,0,0,0,0,0,0,0,0,3,2,0,1,0,0,0,0,0,3,0,0,3,29,10,18
"(1154.81, 27.63)",0,14,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,14,0,0,0,0,1
"(1154.82, 53.05)",2,7,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,9,0,1,0,0,0,0,0,1,7,0,0,7,0,1
"(1155.16, 2856.37)",0,0,0,0,0,0,0,0,1,6,0,0,0,1,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,11,2
"(1155.40, 1395.05)",0,4,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,2,1,0,4,6,3
"(1155.49, 1382.98)",8,3,4,0,3,0,2,1,3,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,1,0,0,0,5,3,6
"(1155.52, 435.59)",4,49,0,0,3,0,0,6,2,5,0,2,0,0,0,0,0,0,2,13,1,5,0,2,0,0,0,3,15,1,0,20,7,10
"(1155.69, 730.85)",4,10,5,0,3,0,0,4,26,6,0,0,0,0,2,0,1,1,0,4,1,0,7,3,0,0,0,0,0,0,3,5,8,16
"(1155.77, 2520.39)",0,1,0,0,0,0,1,0,5,6,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,8,7,3
"(1155.86, 1600.65)",3,3,1,1,1,0,0,12,9,5,0,0,0,0,3,0,0,0,0,4,0,0,4,2,0,0,0,0,3,0,0,19,0,2
"(1156.16, 271.33)",3,9,0,0,1,0,0,2,1,8,0,0,0,0,0,0,0,0,0,12,0,1,0,0,1,0,0,1,8,0,3,6,8,0
"(1156.43, 1579.61)",1,3,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,5,0,0,8,0,1
"(1156.48, 1421.60)",3,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,2,3,1
"(1156.70, 2534.67)",0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0
"(1156.84, 638.70)",4,12,3,0,3,0,2,7,7,5,0,1,0,0,0,0,0,0,0,16,0,0,5,3,0,0,1,0,0,0,1,2,7,2
"(1156.91, 2254.09)",1,0,0,1,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,3,0,0,3,10,2
"(1157.03, 1352.24)",6,13,8,2,0,1,1,1,4,8,0,0,0,2,0,0,0,0,2,8,0,2,2,0,2,0,2,0,6,1,1,13,2,5
"(1157.42, 2296.17)",3,5,0,1,2,0,0,5,1,2,0,0,0,0,0,0,0,0,2,3,0,0,0,0,3,0,0,0,1,0,3,3,12,7
"(1157.58, 619.64)",1,1,0,0,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,3,2,0
"(1157.70, 2834.95)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"(1157.75, 607.70)",1,5,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,5,0,0,10,3,1
"(1157.98, 1656.62)",1,10,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,10,0,0,11,4,0
"(1158.12, 675.18)",0,3,3,0,1,0,0,1,3,4,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,5,3,2
"(1158.15, 630.84)",0,2,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,1,1,2
"(1158.62, 580.43)",0,9,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,3,0,1,0,1,0,0,0,0,1,0,0,10,0,4
"(1159.01, 2214.20)",0,5,0,0,0,0,0,3,0,1,0,0,0,0,0,0,1,0,1,4,0,3,0,4,0,0,0,0,4,0,0,9,0,15
"(1159.06, 1506.83)",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4
"(1159.18, 1568.56)",5,4,0,0,2,0,4,1,2,4,0,1,0,0,1,0,0,0,0,3,0,0,0,1,0,0,0,0,1,0,0,0,4,5
"(1159.46, 2528.46)",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"(116.06, 1741.10)",0,0,0,0,27,0,0,2,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,13,0,0,0,0,0,0,0,3,1,26
"(116.17, 2822.98)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,3
"(116.23, 2000.74)",1,13,0,0,1,0,0,3,8,4,0,0,0,0,0,0,0,0,0,1,0,3,2,0,0,1,0,0,4,0,1,17,9,4
"(116.41, 123.18)",0,1,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,3,0
"(116.45, 1898.03)",0,5,0,0,2,0,0,1,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,1,9,0,0
"(116.57, 2260.02)",4,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,1,2
"(116.65, 445.67)",1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,4,6,0,0,0,1,3
"(116.66, 801.38)",2,3,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,6,2
"(1160.02, 547.64)",0,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,1,2,0,0,6,12,3
"(1160.32, 451.49)",1,3,0,0,0,0,1,2,0,2,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,3,0,0,9,5,5
"(1160.42, 568.69)",0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,1,0,0,10,4,2
"(1160.70, 652.74)",5,6,0,0,2,0,0,6,4,9,0,0,0,0,0,0,0,1,0,6,0,0,2,2,4,0,0,0,1,0,1,11,4,15
"(1161.01, 1339.02)",2,2,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,2,4,2
"(1161.03, 2553.14)",0,6,1,0,2,0,0,1,1,3,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,2,0,5,5,9,8
"(1161.38, 2846.97)",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"(1161.49, 1309.57)",2,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,3,2
"(1161.61, 2311.35)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"(1161.66, 242.98)",1,1,0,0,3,0,2,0,2,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,2,1,2
"(1162.13, 44.25)",2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,1,0,2
"(1162.20, 2572.15)",1,0,0,0,1,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,4,4
"(1162.24, 2230.74)",2,3,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,16,0,7
"(1162.41, 690.42)",4,5,1,0,0,0,0,9,21,2,0,1,0,1,2,0,0,0,2,2,0,0,7,0,0,0,0,0,0,0,0,6,5,4
"(1162.63, 2323.38)",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1
"(1162.76, 1544.89)",2,2,0,0,2,0,0,0,3,7,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,4,3
"(1162.78, 1326.38)",0,6,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,15,0,1,2,1,0
"(1163.00, 2544.29)",2,4,0,0,0,0,0,1,2,11,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,2,0,2,12
"(1163.32, 1723.84)",0,6,0,0,0,0,0,1,7,3,0,0,0,0,0,0,0,0,0,5,0,1,0,2,0,0,0,0,2,0,0,14,7,16
"(1163.39, 225.11)",7,5,0,0,4,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,3
"(1163.63, 557.76)",0,2,1,0,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,9,1,2
"(1163.74, 364.19)",2,26,4,0,3,0,0,17,26,9,0,1,0,0,0,0,0,0,1,10,1,2,2,0,0,0,0,0,11,0,1,18,8,4
"(1163.81, 465.05)",1,7,0,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,4,0,0,8,0,1,0,0,0,1,10,0,1,12,5,9
"(1164.09, 1741.54)",0,4,0,0,0,1,0,2,8,3,0,0,0,0,0,0,0,0,1,1,0,1,2,0,0,1,0,0,3,0,0,11,4,3
"(1164.12, 1412.77)",3,3,0,0,0,1,2,0,2,4,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,2,4
"(1164.17, 260.58)",0,7,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,9,0,0,6,5,0
"(1164.19, 298.26)",0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,1,4,0
"(1164.27, 286.21)",2,16,0,1,3,0,2,0,3,2,0,0,0,0,0,0,0,0,1,5,0,6,1,0,0,0,0,1,9,0,0,2,1,5
"(1164.34, 1275.82)",2,10,3,0,1,0,0,0,10,2,0,1,0,0,0,0,0,0,1,3,0,1,1,0,0,0,0,0,2,0,0,6,11,1
"(1164.36, 2514.20)",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,1,2
"(1164.44, 478.80)",0,12,0,0,0,0,0,5,4,1,0,0,0,0,0,0,0,0,2,4,0,4,2,2,0,0,0,4,4,0,0,11,2,8
"(1164.77, 625.47)",1,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"(1164.86, 1557.12)",3,10,0,0,3,0,0,0,5,1,0,0,0,0,0,0,0,0,2,12,0,1,0,1,1,0,0,1,2,0,2,1,5,2
"(1165.04, 536.60)",0,4,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,1,1,0,1,2,0,0,0,0,1,2,0,0,10,3,2
"(1165.06, 600.29)",5,6,0,0,4,0,1,2,3,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,7,3,5
"(1165.22, 2709.67)",1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,2,4,7,3
"(1165.44, 1260.78)",6,3,1,0,0,0,1,2,7,16,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,5,4,11,8
"(1165.59, 2242.32)",0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,0,0,4,7,3
"(1165.65, 1665.10)",0,3,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,6,0,1,1,1,0,0,0,0,2,0,0,7,2,2
"(1165.94, 2474.64)",2,2,0,0,0,0,2,1,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,1,0,0,0,3,1,3,4
"(1166.28, 1676.04)",1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,20,0,4
"(1166.45, 1639.16)",3,2,0,0,0,0,0,3,4,6,0,0,0,0,0,0,0,1,0,3,0,0,4,0,0,0,0,0,0,0,0,5,10,11
"(1166.45, 1756.34)",0,6,0,0,0,1,0,5,5,4,0,0,0,0,0,0,0,0,1,1,0,4,0,0,0,0,0,0,8,0,0,12,1,2
"(1166.74, 1422.65)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,3,1
"(1166.97, 1370.02)",5,6,0,0,2,0,1,1,3,3,0,0,0,0,0,0,0,0,0,6,0,1,0,1,0,0,0,0,5,0,0,2,2,5
"(1167.16, 251.68)",1,4,0,0,2,0,0,0,0,7,0,0,0,0,1,0,0,0,0,9,0,0,0,0,0,0,0,0,2,1,0,1,0,0
"(1167.33, 150.05)",4,28,4,0,3,0,0,3,4,5,0,0,0,0,1,0,0,1,0,18,0,2,0,1,3,0,0,5,12,0,1,6,22,9
"(1167.37, 2604.89)",0,0,0,0,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"(1167.42, 1712.21)",0,2,0,0,1,0,0,1,3,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,7,0,0,18,1,4
"(1167.42, 490.50)",0,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,7,0,0,9,1,1
"(1167.43, 1404.34)",6,8,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,5,6
"(1167.62, 2254.82)",0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,3,0,0,15,3,4
"(1167.71, 308.39)",1,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,2,0,0
"(1168.13, 1285.60)",0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,0,0,0,0,0,0,0,0,1,0,0,11,10,1
"(1168.23, 440.87)",2,1,0,1,0,0,0,1,2,3,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,5,0,1
"(1168.27, 2537.46)",3,0,0,0,5,0,1,0,1,5,0,0,0,0,1,0,0,0,1,2,1,0,0,1,0,0,0,0,1,0,1,1,3,6
"(1168.47, 2265.99)",0,2,0,0,1,0,0,0,1,4,0,0,0,0,0,0,0,2,2,2,0,0,0,1,0,0,0,0,1,0,2,7,7,7
"(1168.54, 2562.77)",3,3,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,1,2,2,7,7
"(1168.56, 2499.95)",1,0,0,0,3,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,2
"(1168.77, 1242.66)",4,28,0,0,0,0,0,0,1,9,0,0,1,1,0,0,1,0,1,5,0,1,0,1,1,0,0,2,3,0,2,1,11,17
"(1168.78, 2653.17)",1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,5,2,2
"(1168.94, 2739.59)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"(1168.95, 111.84)",4,4,0,1,5,0,0,4,2,6,0,2,0,1,0,0,0,0,0,7,1,0,0,0,0,0,1,0,1,0,0,5,13,8
"(1169.08, 234.26)",1,2,0,0,2,0,2,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4
"(1169.27, 1568.33)",0,6,1,0,1,0,2,0,6,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,7,6,3
"(1169.49, 2642.43)",1,0,0,0,1,0,0,0,2,10,0,0,0,0,0,0,0,1,0,0,1,0,0,7,0,0,0,0,0,0,0,2,2,6
"(1169.51, 2579.52)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
"(1169.74, 163.26)",5,2,2,0,0,0,0,3,4,13,0,0,0,0,0,0,0,0,0,7,0,0,0,1,0,0,0,0,0,0,1,6,10,4
"(1169.79, 500.83)",1,12,0,0,0,0,0,6,3,2,0,0,0,0,0,0,0,2,0,5,0,2,2,0,0,0,0,0,3,0,0,7,8,22
"(117.01, 2151.52)",2,1,0,0,4,0,1,1,2,1,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,7,4,4
"(117.02, 2063.92)",1,5,4,0,0,0,0,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0
"(117.08, 727.90)",4,4,1,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0,5,0,1,1,0,0,0,0,1,0,0,1,3,3,11
"(117.16, 2372.28)",5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,1,3
"(117.24, 1038.10)",1,11,1,1,1,1,0,1,6,2,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,5,0,0,9,5,1
"(117.32, 2638.33)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"(117.60, 2622.99)",0,6,0,0,0,0,0,5,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,5
"(117.60, 950.08)",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,4,6
"(117.67, 1642.55)",0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,2,0,2,0,0,0,0,0,0,1,0,0,21,0,1
"(117.85, 577.15)",4,0,0,0,2,0,0,2,6,8,0,1,0,0,0,0,0,0,0,7,0,0,1,1,0,0,0,0,0,0,0,4,6,8
"(117.86, 2339.36)",0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"(117.97, 1615.57)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,3,0
"(1170.05, 1385.65)",7,3,1,2,6,0,1,2,7,7,0,0,0,0,0,0,0,0,1,6,1,1,1,0,0,0,2,0,1,0,4,3,9,5
