"cell","Agbl1","Bank1","Ccl5","Ccr9","Cd79a","Chil3","Cldn5","Col1a2","Col3a1","Ddx60","Dhx58","Gzma","Ifi30","Ifi35","Ifih1","Ifit1","Ifit2","Ifit3","Isg15","Kcnip4","Pkib","Prickle2","Retnlg","Rsad2","S100a8","S100a9","Samhd1","Sftpa1","Sftpb","St8sia6","Stat1","Usp18","Znfx1","unknow"
"(1024.81, 2722.93)",5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"(1024.88, 1405.24)",10,11,0,0,1,0,0,4,3,3,0,0,0,0,1,0,0,0,0,2,0,3,0,1,0,0,0,3,0,0,0,3,11,10
"(1025.17, 2309.47)",1,2,0,0,0,0,0,1,8,2,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"(1025.25, 2442.51)",4,0,1,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"(1025.40, 38.42)",0,1,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,6,0,1
"(1025.41, 1597.45)",1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2
"(1025.55, 2468.04)",2,1,0,0,2,0,0,2,8,3,0,0,0,2,1,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,2,1,3,7
"(1025.83, 2583.75)",3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"(1025.91, 189.78)",3,4,0,1,1,0,0,1,0,2,0,0,0,0,0,0,0,1,0,8,0,0,0,0,0,0,0,0,0,0,0,1,3,4
"(1025.94, 277.19)",3,1,1,0,2,0,1,2,6,3,0,0,0,0,0,0,0,0,1,10,0,1,0,0,0,0,0,1,0,0,0,6,4,0
"(1026.09, 1800.57)",0,1,3,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,2,4
"(1026.34, 785.70)",4,2,0,0,2,0,0,2,11,9,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,1,0,5
"(1026.39, 1499.04)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,1
"(1026.40, 801.84)",4,0,0,0,1,0,1,1,8,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,2,1,0
"(1026.81, 2526.39)",0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1
"(1026.86, 85.79)",0,5,2,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,9,0,0,3,5,1
"(1027.11, 2614.39)",1,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"(1027.12, 2370.63)",3,2,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,5,0,1,0,2,0,0,0,0,0,0,0,0,1,1
"(1027.19, 2806.61)",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,4,0
"(1027.45, 296.14)",1,5,1,1,0,0,0,10,13,3,0,0,0,0,0,0,0,0,1,3,0,1,4,1,0,0,0,1,2,0,0,10,4,5
"(1027.61, 2592.08)",0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,2
"(1028.06, 1530.80)",3,4,0,1,3,0,0,3,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,2,6,3
"(1028.07, 1297.42)",1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"(1028.38, 1906.93)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"(1028.44, 220.35)",0,3,0,0,9,0,2,2,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,2,2,2
"(1028.56, 2431.70)",6,8,0,0,3,0,1,1,2,2,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,1,0,0,1,0,7,3
"(1028.63, 1779.24)",0,1,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,5,0,1
"(1028.65, 22.89)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,3
"(1028.75, 1671.03)",0,6,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,10,1,0
"(1028.97, 2706.02)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0
"(1029.51, 2172.48)",5,4,1,0,0,0,0,2,12,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,3,2,4
"(1029.56, 2512.32)",1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,1,3
"(1029.74, 695.09)",0,14,0,0,1,0,0,4,14,1,0,1,0,0,0,0,0,0,1,3,0,3,3,0,0,2,0,0,10,0,0,23,1,3
"(1029.82, 1978.16)",0,6,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,7,2,2
"(1029.96, 1111.09)",5,4,0,0,0,0,0,7,41,0,0,1,0,0,0,0,0,0,0,1,0,0,26,0,0,0,0,1,0,0,0,8,5,4
"(103.06, 266.66)",0,15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,3,0,0,2,0,0,1,9,0,0,2,1,0
"(103.19, 2645.28)",3,17,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,9,0,0,1,0,3
"(103.24, 2559.43)",1,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
"(103.30, 2147.60)",5,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,3
"(103.37, 127.53)",1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,5,2,0
"(103.47, 880.04)",2,16,0,0,0,1,0,1,0,6,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,20,0,0,7,1,3
"(103.65, 1354.80)",0,1,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,1,0,0,1,0,1,0,1
"(103.75, 1754.69)",3,4,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,8,0,1,13,2,10
"(103.78, 2415.14)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,22
"(103.79, 99.50)",1,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,5,0,0,0,0,1
"(103.90, 1974.57)",2,23,2,0,0,1,0,3,31,14,0,2,0,0,0,0,0,0,1,11,0,2,2,1,1,0,0,0,3,0,6,33,17,3
"(103.91, 817.37)",3,4,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,5,0,0,2,1,3
"(1030.70, 1917.52)",0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"(1030.71, 1967.30)",0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,4,1
"(1031.28, 2819.26)",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"(1031.38, 236.85)",1,6,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,1,0,2
"(1031.54, 347.21)",0,4,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,4,0,2,1,0,0,0,0,0,2,0,0,2,4,6
"(1031.71, 765.40)",0,2,0,0,0,0,0,3,4,6,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,1,2,11,4
"(1031.98, 60.81)",2,19,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,3,8,0,0,7,0,3
"(1032.09, 2349.80)",2,9,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,2,0,0,3,3,0
"(1032.15, 1638.24)",3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2
"(1032.24, 1452.30)",2,38,1,0,2,0,1,6,8,10,0,0,0,0,0,0,0,0,1,9,0,1,0,1,0,0,0,3,13,0,6,11,11,8
"(1032.56, 2421.94)",2,14,0,0,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,0,5,4
"(1032.64, 1651.89)",1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"(1033.19, 169.75)",3,20,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,6,0,2,0,0,0,1,0,0,7,0,0,1,2,4
"(1033.45, 108.74)",7,5,3,0,4,0,0,2,6,1,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,1,0,2,7,2
"(1033.52, 1788.83)",0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,8,0,2
"(1033.55, 1955.01)",0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3
"(1033.66, 2302.98)",1,9,0,0,0,0,0,1,6,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,2,4,3
"(1033.97, 2541.20)",0,0,0,0,0,0,0,0,3,5,0,0,1,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,1,0,2,1
"(1034.01, 2225.36)",3,1,0,0,1,0,0,2,2,3,0,2,0,0,1,0,0,0,0,8,0,0,0,1,0,0,0,0,0,0,2,1,10,10
"(1034.11, 1941.88)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,3,1,1
"(1034.50, 2381.94)",1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2
"(1034.68, 2639.12)",1,1,1,0,2,0,0,0,1,3,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,1,0,7
"(1034.84, 2499.32)",4,1,0,2,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,5,2
"(1035.10, 2019.83)",0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,2
"(1035.10, 859.48)",3,0,0,1,1,0,0,11,8,1,0,0,0,0,0,0,0,0,0,1,0,1,3,0,0,0,0,0,0,0,0,3,0,4
"(1035.12, 772.37)",0,1,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"(1035.28, 2612.27)",3,1,0,0,1,0,2,0,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"(1035.47, 2838.16)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,3,4,3
"(1035.68, 2793.77)",0,2,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,2
"(1035.91, 147.97)",0,4,1,0,2,0,0,2,5,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,8,3,1
"(1036.01, 1491.27)",12,1,0,0,1,0,2,0,3,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,5,4
"(1036.54, 792.26)",3,0,0,0,0,0,0,0,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1
"(1036.74, 1590.95)",0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"(1037.18, 2474.75)",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"(1037.20, 1928.98)",1,10,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2,6
"(1037.46, 2573.31)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"(1037.47, 2669.28)",0,8,0,0,0,0,0,1,0,7,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,2,1,12,10
"(1037.70, 1504.95)",2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,5,1
"(1038.27, 2241.36)",3,4,0,1,1,0,0,3,5,12,0,2,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,1,0,1,1,4,9,12
"(1038.38, 1521.77)",8,0,0,1,0,0,0,1,6,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,2,6,1
"(1038.43, 1571.94)",3,3,0,0,5,0,1,0,0,2,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,2,0,6,6
"(1038.68, 708.18)",2,0,1,0,2,0,0,11,8,2,0,0,0,0,0,0,0,0,1,3,0,1,3,0,0,0,0,0,2,1,1,3,10,1
"(1038.74, 2733.80)",1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3
"(1038.84, 2743.80)",0,5,3,0,2,0,0,0,0,2,0,0,0,0,1,0,1,0,0,2,0,0,0,7,0,0,0,0,0,2,1,1,7,5
"(1039.04, 206.36)",0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"(1039.05, 2312.84)",0,0,0,0,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,6,3
"(1039.77, 1136.14)",13,11,5,3,4,0,1,9,46,20,0,0,0,0,0,0,0,1,1,19,0,0,13,1,0,0,0,0,0,1,0,19,14,12
"(1039.88, 2594.47)",0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"(104.08, 2457.28)",2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,8
"(104.09, 2363.34)",2,2,0,0,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2,1,4
"(104.12, 539.51)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,2
"(104.41, 2577.67)",9,18,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,2,9,0,0,1,0,1
"(104.70, 343.93)",3,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,7,0,0,1,0,5
"(104.71, 1280.10)",2,2,0,0,3,0,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,2,0,0,1,0,2,1
"(104.72, 2189.99)",7,5,0,1,3,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,13
"(104.74, 775.45)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,4
"(104.78, 1115.22)",1,0,0,0,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,5
"(104.83, 1615.89)",0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,10,0,2
"(104.89, 1221.55)",2,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,7,0,2
"(1040.74, 2700.86)",0,0,0,0,1,0,0,1,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1
"(1040.75, 1530.30)",3,1,3,1,0,0,1,1,2,2,0,1,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,1,0,1,5
"(1040.82, 157.47)",0,2,1,0,2,0,0,2,9,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,1,0
"(1040.90, 254.63)",3,1,0,0,2,0,0,1,2,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,3,0,0,5,2,2
"(1041.15, 237.68)",0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,3,0,0,0,0,0,0,2,0,0,4,0,0
"(1041.23, 2255.23)",2,2,3,0,1,0,0,3,5,4,0,1,0,0,0,0,1,0,0,3,0,0,0,1,0,0,1,0,0,1,1,2,4,3
"(1041.39, 698.28)",2,21,5,0,2,0,0,15,19,0,0,0,0,0,0,0,0,0,1,17,0,3,16,0,0,1,0,1,13,1,0,25,3,3
"(1041.47, 1666.74)",0,22,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,7,0,0,5,1,1
"(1041.69, 1386.23)",4,10,0,0,1,0,0,1,1,3,0,1,0,0,0,0,0,0,1,3,0,0,0,4,0,0,0,0,0,0,3,4,17,5
"(1041.83, 2349.38)",4,2,0,1,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,2,1,0
"(1041.84, 2414.87)",2,10,0,0,2,0,0,0,1,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,2,0,4,0,11,17
"(1041.90, 2686.12)",0,0,0,0,0,0,0,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,4,0
"(1042.03, 1540.89)",1,3,0,0,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,4,6,2
"(1042.31, 1628.10)",2,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,6,3
"(1042.34, 988.92)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"(1042.45, 781.49)",7,7,0,0,5,0,0,2,7,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,3,0,2,6,2
"(1042.51, 2532.95)",0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,1
"(1042.71, 52.02)",0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,7,0,1
"(1043.02, 313.41)",4,5,1,0,0,0,0,4,13,11,0,0,0,0,0,0,0,0,0,19,0,0,2,0,0,0,0,1,0,0,0,11,7,6
"(1043.23, 812.51)",3,3,0,1,1,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,1,2
"(1044.11, 2827.88)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0
"(1044.15, 227.37)",1,6,1,0,0,0,0,0,2,3,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,1,6,2
"(1044.33, 2403.55)",0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3
"(1044.76, 344.73)",1,26,1,0,1,0,0,6,9,6,0,1,0,0,0,0,0,0,1,11,0,4,0,2,0,0,0,1,9,0,2,14,7,8
"(1044.97, 2761.44)",1,2,0,0,0,0,0,1,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,6,3
"(1045.16, 1476.55)",4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,1
"(1045.36, 1494.36)",2,1,0,0,4,0,1,0,2,1,0,0,0,0,0,0,0,0,0,3,1,0,1,1,0,0,0,0,0,1,0,2,0,1
"(1045.44, 2720.05)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0
"(1045.97, 286.18)",1,2,1,0,4,0,0,1,5,3,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,9,6,4
"(1046.45, 2566.34)",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
"(1046.49, 2604.66)",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4
"(1046.53, 1398.12)",0,4,0,0,4,0,0,0,3,9,0,0,1,0,0,0,0,0,0,4,1,1,0,0,0,0,0,1,0,1,0,2,1,2
"(1046.54, 2161.71)",1,10,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,2,0,0,1,4,0,0,7,0,3
"(1046.72, 2304.90)",3,1,1,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,2,2,4
"(1046.78, 269.74)",0,5,4,0,3,0,0,4,8,3,0,0,0,0,0,0,0,0,0,7,0,0,1,0,0,0,0,0,0,0,1,6,3,3
"(1046.89, 2019.28)",0,2,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,9,1,3
"(1047.06, 2138.77)",0,21,0,0,0,0,0,4,6,7,0,0,0,0,0,0,0,0,2,18,0,6,1,2,3,0,0,0,5,0,0,28,9,16
"(1047.24, 18.62)",4,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,7,0,3
"(1047.25, 2446.43)",2,0,3,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"(1047.31, 2171.89)",0,2,2,0,0,0,0,1,3,3,0,2,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,2,0,0,3,2,3
"(1047.40, 2362.92)",2,6,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,5,3
"(1047.61, 209.51)",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,2,2
"(1047.80, 2272.21)",6,2,0,0,0,0,0,8,9,6,0,0,0,0,0,0,0,0,0,8,0,0,1,1,0,0,0,0,0,0,0,5,0,2
"(1047.80, 68.58)",0,1,0,0,10,0,0,1,3,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"(1047.96, 2524.78)",0,1,1,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,0,0,0,1,0,0,0,0,0,1,0,0,1,1
"(1048.25, 2029.06)",0,0,0,0,1,0,0,4,6,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,1,0,1
"(1048.60, 2513.84)",6,4,0,1,3,0,0,2,0,7,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,2,7,4
"(1048.93, 1517.70)",2,3,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3,2
"(1049.30, 1556.95)",4,2,1,0,1,0,0,0,1,5,0,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,1,6,5,1
"(1049.39, 1420.15)",3,6,0,0,7,0,1,3,4,16,0,1,0,0,0,0,0,1,0,9,0,0,0,6,0,0,1,0,1,0,2,4,14,17
"(1049.42, 2549.51)",2,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1
"(1049.54, 2295.24)",4,1,0,0,1,0,0,0,2,3,0,0,0,0,0,0,0,1,0,0,0,0,3,2,0,0,0,0,0,0,0,0,3,2
"(1049.83, 164.37)",1,2,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0
"(1049.92, 1508.78)",1,3,0,0,1,0,0,0,0,6,0,1,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,3,2,2
"(105.28, 2626.42)",4,1,0,0,1,0,0,1,4,1,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,1,0,2,0,0,7,2,3
"(105.35, 447.47)",5,5,1,1,3,0,1,0,2,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,2,6,0,1,5,4,1
"(105.64, 1770.41)",0,3,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,4,0,0,10,0,4
"(105.73, 156.31)",2,5,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,5,1,2
"(105.94, 223.30)",0,2,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,6,3
"(105.95, 234.93)",1,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,1,0,0,1,0,0,0,7,0,0,2,4,0
"(1050.19, 1581.96)",2,2,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4
"(1050.27, 2489.70)",0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
"(1050.69, 2286.39)",3,0,0,0,0,0,0,6,5,4,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,1,0,0,0,6,6
