,cell,Agbl1,Angptl4,Bank1,Ccl5,Ccr9,Cd226,Cd44,Cd79a,Chil3,Cldn5,Col1a2,Col3a1,Col6a1,Ddx60,Dhx58,Gzma,Ifi30,Ifi35,Ifih1,Ifit1,Ifit2,Ifit3,Isg15,Kcnip4,Nectin2,Pkib,Prickle2,Retnlg,Rsad2,S100a8,S100a9,Samhd1,Sdc2,Sdc4,Sftpa1,Sftpb,St8sia6,Stat1,Tlr4,Usp18,Znfx1,unknow,cluster
111,"(1075.37, 997.91)",0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B_cells
112,"(1075.54, 1741.63)",1,0,0,0,0,0,0,1,0,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,Fibroblasts
113,"(1075.75, 664.91)",1,0,0,0,0,0,0,1,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,Fibroblasts
114,"(1076.15, 912.05)",0,0,1,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,Fibroblasts
115,"(1076.87, 2005.99)",0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,B_cells
116,"(1078.04, 1976.32)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,Epithelial_cells
117,"(1078.05, 141.61)",0,0,3,0,0,0,0,5,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,2,3,0,2,0,0,6,0,B_cells
118,"(1078.90, 772.37)",0,0,6,0,0,0,0,0,0,0,1,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,6,9,41,0,0,0,0,0,0,Epithelial_cells
119,"(108.66, 435.53)",3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,Endothelial_cells
120,"(108.99, 791.66)",2,0,1,0,0,0,0,0,0,0,3,2,2,8,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,8,2,0,0,0,1,0,0,0,4,Macrophages
121,"(1080.25, 943.33)",0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Undefined
122,"(1082.65, 1507.70)",1,0,0,0,0,0,0,0,0,3,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,1,1,Fibroblasts
123,"(1084.73, 1556.98)",0,1,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,B_cells
124,"(1084.86, 802.39)",0,0,1,0,0,0,0,0,0,0,2,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,2,3,0,0,0,0,1,0,Fibroblasts
125,"(1084.88, 1081.72)",1,0,1,0,1,0,0,0,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,0,6,2,Fibroblasts
126,"(1085.11, 559.16)",4,0,0,0,0,0,0,1,0,4,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,1,0,0,0,1,0,0,2,0,Endothelial_cells
127,"(1085.20, 1398.38)",0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,Endothelial_cells
128,"(1086.69, 1425.56)",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Undefined
129,"(1087.17, 358.18)",1,0,0,0,0,0,0,0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,8,1,0,0,0,0,0,0,2,0,Endothelial_cells
130,"(1087.71, 16.03)",0,0,0,0,0,1,0,0,1,0,1,1,3,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,11,6,16,0,0,0,0,0,1,Epithelial_cells
131,"(1088.00, 112.50)",3,0,0,0,0,0,0,1,0,1,0,1,0,8,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,6,0,0,1,0,1,0,0,5,7,Undefined
132,"(1088.26, 1854.58)",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,Fibroblasts
133,"(1088.94, 258.99)",5,0,7,0,0,0,0,0,1,3,0,0,4,6,0,1,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,1,17,9,11,12,0,0,0,0,1,2,B_cells
134,"(1089.67, 2100.49)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,1,0,0,Epithelial_cells
135,"(1090.71, 1956.42)",0,0,2,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,3,12,0,0,0,0,0,0,Epithelial_cells
136,"(1091.09, 165.57)",1,1,5,0,0,0,0,1,0,1,4,0,2,8,0,1,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,13,1,3,0,0,2,0,0,0,0,B_cells
137,"(1093.19, 889.05)",0,0,0,0,0,0,0,0,0,1,1,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,2,4,0,1,0,0,0,0,Epithelial_cells
138,"(1094.05, 705.81)",2,0,4,0,0,0,0,1,0,0,4,1,0,5,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,4,0,1,3,0,0,0,0,0,0,6,1,Neutrophils
139,"(1094.57, 207.83)",2,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,1,2,5,0,0,0,0,3,0,B_cells
140,"(1095.61, 1923.50)",0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Macrophages
141,"(1097.36, 1054.40)",0,0,7,0,0,0,0,0,2,1,0,1,1,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,7,29,0,0,0,0,1,1,B_cells
142,"(1097.61, 960.26)",0,0,2,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,13,13,1,0,0,0,1,0,T_cells
143,"(1098.12, 95.32)",1,0,1,0,0,0,0,0,0,5,0,2,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,2,0,0,1,0,Endothelial_cells
144,"(1098.28, 340.37)",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Macrophages
145,"(1099.60, 1753.30)",1,1,0,0,0,0,0,4,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,3,0,1,0,0,0,0,0,0,B_cells
146,"(110.35, 2597.57)",0,0,1,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,0,Fibroblasts
147,"(1100.70, 2296.65)",0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Undefined
148,"(1102.22, 1549.16)",0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,2,21,0,0,0,1,2,3,Epithelial_cells
149,"(1102.68, 1630.47)",0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,3,0,0,0,0,0,0,B_cells
150,"(1102.95, 845.64)",2,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,5,0,0,0,0,0,1,Macrophages
151,"(1103.50, 1655.11)",0,0,7,0,0,0,0,0,0,0,1,1,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,16,11,17,38,0,1,0,1,1,1,Epithelial_cells
152,"(1103.57, 46.60)",2,0,0,0,0,0,0,1,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,3,4,4,4,0,0,0,1,1,0,Endothelial_cells
153,"(1104.07, 2404.46)",3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,2,0,0,1,0,Endothelial_cells
154,"(1105.16, 1495.16)",1,1,1,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,3,0,0,0,0,1,1,0,1,Endothelial_cells
155,"(1105.37, 742.61)",0,0,0,0,1,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,1,Neutrophils
156,"(1106.59, 987.53)",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,4,0,0,0,0,0,0,Epithelial_cells
157,"(1106.99, 2814.15)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Undefined
158,"(1108.24, 567.57)",2,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,Endothelial_cells
159,"(1108.32, 1887.97)",0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,2,0,0,0,0,2,0,Fibroblasts
160,"(1108.67, 321.78)",1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,B_cells
161,"(1109.32, 191.99)",0,0,1,0,0,0,0,0,0,2,0,0,1,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,10,1,1,0,0,0,0,0,0,0,Macrophages
162,"(1109.64, 1537.45)",2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,4,0,0,0,0,1,3,Epithelial_cells
163,"(111.97, 155.40)",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1,0,0,0,1,0,T_cells
164,"(1110.19, 129.85)",0,1,5,0,0,0,0,0,1,0,0,2,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3,12,15,25,0,2,0,0,0,0,Epithelial_cells
165,"(1110.31, 1811.97)",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NK_cells
166,"(1110.78, 2780.38)",2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,B_cells
167,"(1111.44, 805.10)",0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,8,0,2,0,0,0,0,0,0,0,Fibroblasts
168,"(1111.68, 616.99)",4,0,2,1,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1,0,NK_cells
169,"(1111.86, 1979.25)",2,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,3,2,0,1,0,0,0,0,Epithelial_cells
170,"(1111.96, 1414.59)",1,1,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,B_cells
171,"(1113.21, 2082.12)",1,0,0,0,0,0,0,0,0,0,2,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,7,0,6,0,0,0,0,2,0,Endothelial_cells
172,"(1114.17, 1036.62)",1,2,1,0,1,1,0,0,0,0,2,4,0,2,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,13,0,0,0,0,1,1,Epithelial_cells
173,"(1114.19, 670.13)",2,0,0,0,0,0,0,1,0,1,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2,0,0,0,0,2,0,B_cells
174,"(1115.80, 2611.68)",1,0,0,0,0,0,0,1,0,10,0,0,2,1,0,0,0,0,1,0,0,1,0,3,0,0,0,0,0,0,0,1,6,5,0,0,0,0,0,0,0,1,Endothelial_cells
175,"(1117.92, 930.21)",0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,5,2,10,0,0,0,0,0,1,Endothelial_cells
176,"(1118.50, 2682.28)",0,0,1,0,0,0,0,1,1,0,1,2,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,4,4,5,18,0,0,0,1,0,0,Epithelial_cells
177,"(1119.67, 2708.60)",0,2,0,0,0,0,0,0,2,0,7,5,6,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,1,0,14,6,1,4,0,0,0,0,2,2,Fibroblasts
178,"(1119.87, 1222.54)",8,0,1,0,0,0,0,0,0,3,0,0,0,14,0,0,0,0,1,1,0,0,0,2,0,0,0,0,1,0,0,1,8,4,0,0,0,3,0,0,2,1,Macrophages
179,"(112.89, 530.54)",1,0,1,0,0,1,0,0,0,0,3,2,2,4,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,9,1,3,7,0,7,0,0,3,2,Fibroblasts
180,"(1120.39, 777.14)",1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,1,0,NK_cells
181,"(1120.48, 1100.16)",1,0,1,0,0,0,0,7,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,0,B_cells
182,"(1121.39, 2111.17)",0,0,2,2,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,4,0,3,0,1,0,0,0,0,NK_cells
183,"(1122.14, 175.28)",0,0,0,0,0,1,0,0,0,0,1,2,0,3,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,Undefined
184,"(1122.96, 1425.46)",1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,B_cells
185,"(1124.78, 1840.60)",0,0,0,0,0,0,0,0,0,0,2,6,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,0,0,0,0,10,1,0,0,0,1,0,0,0,0,Fibroblasts
186,"(1125.24, 306.74)",0,0,2,0,0,0,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,5,4,0,0,0,1,0,0,1,0,Undefined
187,"(1125.86, 2397.59)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Undefined
188,"(1127.28, 40.42)",0,0,2,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,5,9,16,27,0,0,0,0,0,0,Epithelial_cells
189,"(1127.45, 1126.42)",1,0,1,0,0,0,0,1,0,3,3,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,0,0,0,0,0,0,Undefined
190,"(1129.49, 265.39)",2,0,4,0,1,0,0,1,0,3,2,1,2,6,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,6,0,0,0,0,2,0,0,0,0,B_cells
191,"(1130.27, 867.99)",1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,B_cells
192,"(1130.45, 688.93)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,Undefined
193,"(1131.94, 455.96)",0,0,0,3,0,0,0,0,0,0,0,1,0,1,0,7,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,1,0,NK_cells
194,"(1134.62, 904.12)",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Endothelial_cells
195,"(1135.74, 230.03)",1,0,1,0,0,0,0,0,0,2,4,4,2,5,0,0,0,0,1,0,1,1,0,2,2,0,0,0,1,0,0,0,29,1,0,1,0,5,0,0,2,1,Fibroblasts
196,"(1136.25, 1956.94)",0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,3,0,0,0,0,0,0,Neutrophils
197,"(1137.00, 2854.41)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Undefined
198,"(1137.44, 722.16)",0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,1,0,0,0,0,0,1,Undefined
199,"(1138.53, 543.31)",1,1,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,Undefined
200,"(1139.22, 1991.67)",0,0,2,0,0,0,0,0,1,0,3,0,4,3,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,10,6,8,7,0,1,0,0,1,0,Epithelial_cells
201,"(114.03, 938.72)",1,1,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,5,0,0,0,0,0,0,Fibroblasts
202,"(114.72, 1361.00)",0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,0,0,0,0,0,1,Fibroblasts
203,"(1140.01, 2083.57)",0,0,0,0,0,0,0,1,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,9,0,3,0,0,0,0,0,0,B_cells
204,"(1141.02, 1720.53)",2,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,4,0,0,0,0,0,1,B_cells
205,"(1141.66, 1903.92)",0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,5,1,5,0,0,0,0,1,0,Undefined
206,"(1141.91, 818.94)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,5,2,19,0,0,0,0,0,0,Epithelial_cells
207,"(1143.47, 2624.98)",2,2,3,0,0,0,0,0,0,12,5,4,1,2,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,7,4,2,0,0,0,0,0,0,2,Endothelial_cells
208,"(1143.71, 1103.18)",0,1,2,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,1,10,0,0,0,0,0,0,Epithelial_cells
209,"(1144.25, 1436.76)",0,0,1,0,0,0,0,3,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,Endothelial_cells
210,"(1144.34, 743.74)",1,0,0,0,0,0,0,0,0,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Endothelial_cells
211,"(1145.66, 1217.43)",0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,Undefined
212,"(1146.19, 652.25)",0,0,3,0,0,0,0,0,1,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,1,1,B_cells
213,"(1147.51, 1679.78)",0,0,1,0,0,0,0,2,0,0,0,0,2,5,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3,2,14,0,0,0,0,1,0,Epithelial_cells
214,"(1148.01, 1850.32)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,0,0,0,0,0,0,Epithelial_cells
215,"(1149.38, 688.04)",0,0,3,0,0,0,0,0,1,0,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,6,6,20,1,0,0,0,1,0,T_cells
216,"(1149.94, 268.12)",1,0,3,0,0,0,0,2,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,B_cells
217,"(115.03, 1376.60)",1,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Fibroblasts
218,"(1151.19, 576.79)",1,0,1,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,B_cells
219,"(1152.01, 2753.12)",2,0,0,0,0,0,0,0,0,2,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,3,0,0,0,0,0,0,3,0,Endothelial_cells
220,"(1152.65, 885.36)",0,0,0,0,0,0,0,0,1,2,0,3,0,2,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,3,2,1,4,0,0,0,0,1,1,Macrophages
221,"(1152.74, 2483.45)",1,0,0,1,0,0,0,0,0,1,4,12,0,9,0,0,0,0,0,1,0,0,0,0,0,0,0,2,4,0,0,1,11,1,0,0,1,0,0,1,1,3,Fibroblasts
222,"(1152.87, 2393.16)",0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Undefined
223,"(1152.98, 30.46)",2,0,3,0,0,0,0,1,1,0,4,5,0,7,0,0,0,1,0,0,0,0,0,4,0,0,0,1,2,0,0,1,17,3,6,12,1,0,0,1,6,1,Macrophages
224,"(1153.92, 618.82)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,Undefined
225,"(1154.63, 309.47)",0,0,0,0,0,0,0,0,0,0,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Fibroblasts
226,"(1154.81, 414.21)",1,0,1,0,0,0,0,0,0,3,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,2,0,0,0,0,0,0,1,0,Endothelial_cells
227,"(1154.83, 344.36)",1,1,0,1,0,0,0,0,0,0,7,8,2,2,0,1,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,2,16,1,1,0,0,0,0,0,4,2,Fibroblasts
228,"(1155.61, 2020.61)",0,2,0,1,0,0,0,0,0,0,11,10,2,2,0,0,0,0,0,0,0,0,0,1,2,0,0,4,0,0,0,0,7,2,1,0,0,0,0,0,0,1,Fibroblasts
229,"(1155.63, 1609.48)",1,0,3,0,0,0,0,0,0,0,0,0,3,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,2,24,0,0,0,0,8,1,Epithelial_cells
230,"(1156.46, 2438.98)",1,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,5,Epithelial_cells
231,"(1158.47, 1981.07)",0,0,1,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,9,11,0,0,0,0,1,0,Macrophages
232,"(1159.20, 2101.17)",0,0,1,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3,1,0,2,0,0,0,0,4,1,Macrophages
233,"(1159.41, 1406.47)",0,0,0,0,0,0,0,1,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Fibroblasts
234,"(116.68, 249.86)",7,0,0,0,0,0,0,2,1,1,12,8,3,11,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,4,4,15,11,0,1,0,1,0,4,Fibroblasts
235,"(116.85, 2616.86)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,0,0,0,0,0,0,Epithelial_cells
236,"(1161.82, 1924.03)",0,1,2,0,0,0,0,0,0,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,1,0,0,0,0,0,0,B_cells
237,"(1163.17, 2800.81)",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,T_cells
238,"(1163.24, 484.13)",2,1,2,0,1,0,0,2,0,1,0,0,0,5,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,11,0,1,2,0,3,1,0,5,0,B_cells
239,"(1163.50, 1838.71)",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,Fibroblasts
