,cell,Agbl1,Angptl4,Bank1,Ccl5,Ccr9,Cd226,Cd44,Cd79a,Chil3,Cldn5,Col1a2,Col3a1,Col6a1,Ddx60,Dhx58,Gzma,Ifi30,Ifi35,Ifih1,Ifit1,Ifit2,Ifit3,Isg15,Kcnip4,Nectin2,Pkib,Prickle2,Retnlg,Rsad2,S100a8,S100a9,Samhd1,Sdc2,Sdc4,Sftpa1,Sftpb,St8sia6,Stat1,Tlr4,Usp18,Znfx1,unknow,cluster
1941,"(2430.55, 717.90)",0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Endothelial_cells
1942,"(2430.91, 1168.76)",0,2,0,0,0,0,0,0,0,3,6,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,0,1,0,0,0,1,0,2,Fibroblasts
1943,"(2431.61, 2092.16)",1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,3,0,0,0,0,1,0,0,0,0,Neutrophils
1944,"(2431.69, 532.35)",0,0,0,0,0,0,0,0,0,0,2,0,1,3,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,3,3,Fibroblasts
1945,"(2431.71, 1598.65)",0,1,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,B_cells
1946,"(2432.47, 479.15)",1,0,1,0,0,0,0,0,0,0,1,1,0,4,0,1,0,0,0,0,0,0,0,0,1,0,0,2,7,0,0,0,7,0,0,0,0,0,0,0,0,1,Neutrophils
1947,"(2433.68, 1704.27)",0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Endothelial_cells
1948,"(2435.94, 502.01)",0,0,0,2,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,NK_cells
1949,"(2436.39, 593.76)",0,3,1,1,0,0,0,0,1,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,1,0,0,0,1,0,0,NK_cells
1950,"(2436.90, 1230.46)",0,1,0,0,0,0,0,0,0,0,4,5,3,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,9,3,0,0,1,0,0,0,0,2,T_cells
1951,"(2437.53, 787.61)",1,0,1,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,NK_cells
1952,"(2438.82, 868.46)",0,0,0,0,1,0,0,2,0,0,1,1,0,7,0,6,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,NK_cells
1953,"(2439.38, 1732.56)",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Fibroblasts
1954,"(2439.72, 370.32)",3,1,0,0,0,0,0,1,0,1,3,2,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,0,0,1,0,0,0,0,1,T_cells
1955,"(244.22, 1408.54)",2,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,2,1,1,0,0,1,0,0,1,0,Fibroblasts
1956,"(2440.31, 581.31)",0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,Fibroblasts
1957,"(2440.84, 922.04)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Undefined
1958,"(2442.56, 2063.77)",8,1,0,0,0,0,0,0,0,13,2,0,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,1,0,1,1,0,0,4,0,Endothelial_cells
1959,"(2445.30, 2237.76)",2,2,1,0,0,0,0,0,0,1,0,0,1,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,7,3,6,5,0,0,0,0,2,1,Epithelial_cells
1960,"(2445.47, 39.50)",0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,5,0,1,2,0,1,0,0,0,0,Undefined
1961,"(2445.77, 2381.03)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,Epithelial_cells
1962,"(2445.82, 1562.08)",1,0,1,0,1,0,0,0,0,2,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,2,Endothelial_cells
1963,"(2446.19, 1759.31)",0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,NK_cells
1964,"(2446.87, 1539.11)",0,0,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,2,0,0,0,1,1,1,0,0,0,0,0,0,3,B_cells
1965,"(2447.68, 15.58)",0,0,1,0,0,0,0,1,0,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,T_cells
1966,"(2447.81, 2312.35)",0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,1,0,Fibroblasts
1967,"(2449.37, 624.40)",0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,Undefined
1968,"(2449.64, 2215.23)",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,2,0,B_cells
1969,"(245.23, 389.66)",0,0,0,1,0,0,0,0,0,1,2,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,4,0,0,1,0,1,0,0,3,0,NK_cells
1970,"(2451.06, 1793.40)",7,1,0,0,0,0,0,3,0,0,6,10,2,8,0,0,0,0,0,0,0,0,0,1,1,0,0,3,0,0,0,0,5,6,0,0,0,0,0,0,2,1,Fibroblasts
1971,"(2452.88, 739.13)",0,0,1,0,0,0,0,0,0,0,3,2,1,1,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,4,3,1,0,0,0,0,0,0,0,Macrophages
1972,"(2453.34, 997.76)",5,0,3,0,0,0,0,0,0,2,1,0,1,18,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,11,2,0,0,4,0,0,0,0,12,T_cells
1973,"(2454.48, 98.58)",1,2,5,0,0,0,0,0,1,0,1,0,0,3,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,B_cells
1974,"(2455.37, 519.15)",0,0,0,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,3,2,0,1,0,0,0,0,0,2,NK_cells
1975,"(2455.41, 2181.94)",3,0,2,0,0,1,0,2,6,6,0,42,0,11,0,1,0,0,2,0,0,0,0,0,0,0,1,1,2,0,0,0,7,4,0,0,0,5,0,0,7,2,Fibroblasts
1976,"(2455.43, 1547.48)",1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,Macrophages
1977,"(2456.74, 889.22)",0,0,0,0,0,0,0,13,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,B_cells
1978,"(2457.92, 1902.28)",0,1,1,0,0,0,0,0,0,1,0,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1,1,0,5,0,0,3,3,NK_cells
1979,"(2459.08, 956.82)",4,0,0,0,0,0,0,0,0,7,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,1,Endothelial_cells
1980,"(2459.59, 2500.47)",0,0,0,1,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,5,1,0,0,0,0,0,0,0,0,Fibroblasts
1981,"(2459.95, 477.58)",1,0,1,0,0,0,0,1,0,1,2,2,1,6,0,0,0,0,1,0,1,0,0,3,0,0,0,0,1,0,0,0,7,5,1,11,0,0,0,0,0,2,Macrophages
1982,"(246.49, 487.20)",1,1,1,1,1,0,0,0,0,0,0,1,1,7,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,1,1,NK_cells
1983,"(2460.49, 1526.93)",0,0,0,0,0,0,0,0,0,1,1,0,0,3,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,2,Epithelial_cells
1984,"(2461.94, 1496.61)",4,2,1,0,2,0,0,2,0,0,9,4,2,8,0,1,0,0,2,0,0,0,0,3,0,0,1,0,3,0,0,0,13,10,4,0,0,1,0,0,0,3,Fibroblasts
1985,"(2463.47, 38.43)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,Epithelial_cells
1986,"(2464.23, 1742.95)",0,0,0,0,0,0,0,0,0,0,3,5,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,1,2,5,1,0,0,0,0,0,0,1,Undefined
1987,"(2466.05, 29.70)",0,0,0,0,0,0,0,0,1,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,4,3,2,4,0,0,0,0,0,0,Neutrophils
1988,"(2467.83, 864.78)",0,0,2,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,2,5,7,0,0,0,0,0,0,Undefined
1989,"(2469.31, 2518.95)",1,0,2,0,0,0,0,0,1,0,0,9,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,15,5,0,0,0,2,0,0,4,1,Fibroblasts
1990,"(2469.58, 2384.48)",1,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,9,7,0,0,0,0,0,1,Epithelial_cells
1991,"(2470.65, 1818.57)",1,0,0,0,0,0,0,0,0,0,0,4,2,8,0,0,0,0,0,0,1,0,0,2,1,0,0,1,1,0,0,0,24,3,1,0,0,1,0,0,2,1,Undefined
1992,"(2470.80, 711.24)",0,0,2,1,0,0,0,0,0,2,3,2,1,6,0,1,0,0,0,0,0,0,1,3,0,0,0,0,3,0,0,0,8,4,1,0,0,0,0,0,0,1,Macrophages
1993,"(2471.77, 544.57)",0,0,3,0,0,0,0,0,1,0,1,0,2,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,9,14,25,0,0,0,0,0,2,Epithelial_cells
1994,"(2472.47, 2144.88)",0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,0,0,2,0,0,0,1,Epithelial_cells
1995,"(2472.87, 775.66)",2,0,3,0,0,0,0,3,0,8,0,2,2,14,0,1,0,0,4,0,0,0,1,2,2,0,0,1,4,0,0,0,8,4,1,0,0,0,0,0,0,3,Endothelial_cells
1996,"(2473.51, 49.02)",0,0,2,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,5,7,8,0,0,0,0,1,0,Epithelial_cells
1997,"(2473.86, 5.31)",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,Fibroblasts
1998,"(2475.12, 356.11)",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,Fibroblasts
1999,"(2476.29, 1050.57)",2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,1,2,0,0,0,0,0,0,Macrophages
2000,"(2479.14, 985.13)",1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,1,1,0,Undefined
2001,"(248.24, 2214.08)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Undefined
2002,"(2480.77, 72.63)",0,0,0,0,0,0,0,1,0,1,2,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,1,1,0,0,0,1,0,0,Neutrophils
2003,"(2481.43, 1385.62)",2,2,2,0,0,0,0,1,0,0,10,9,6,9,0,0,0,0,1,0,0,0,0,1,1,0,0,5,0,0,0,0,15,5,5,7,1,0,0,0,0,11,Fibroblasts
2004,"(2481.65, 649.27)",2,1,1,0,0,0,0,1,0,3,0,3,1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,9,6,0,9,0,0,0,0,0,0,Undefined
2005,"(2482.90, 4.68)",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,Fibroblasts
2006,"(2483.76, 381.20)",0,1,0,1,0,0,0,0,0,0,3,1,1,6,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,11,5,1,0,0,0,0,0,0,1,NK_cells
2007,"(2484.80, 1975.66)",1,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,8,0,0,0,1,0,0,Epithelial_cells
2008,"(2485.75, 678.55)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,T_cells
2009,"(2487.98, 1710.34)",1,0,0,0,0,0,0,1,0,1,2,5,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,12,1,0,1,0,0,0,0,0,3,Fibroblasts
2010,"(2488.68, 1911.62)",0,0,1,0,0,0,0,0,0,0,2,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,7,1,0,0,1,0,0,0,1,1,T_cells
2011,"(2489.87, 610.53)",1,0,4,1,0,0,0,0,0,0,2,3,1,2,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0,0,5,1,1,0,0,0,0,0,0,1,B_cells
2012,"(249.24, 2251.54)",4,1,3,1,0,1,0,2,1,0,2,10,2,2,0,1,0,0,1,0,0,0,0,4,0,0,0,3,1,0,0,0,2,5,2,2,0,0,0,0,0,1,Fibroblasts
2013,"(249.46, 1868.93)",0,0,0,0,0,0,0,2,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,B_cells
2014,"(2490.41, 1177.71)",2,0,1,0,0,0,0,0,0,5,7,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,1,0,0,1,Fibroblasts
2015,"(2490.69, 1103.47)",1,0,0,0,0,0,0,0,0,9,6,1,0,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,17,2,0,0,0,0,0,0,0,2,Endothelial_cells
2016,"(2491.46, 17.04)",1,0,0,0,0,0,0,0,0,1,1,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,0,3,0,0,1,0,0,0,0,Endothelial_cells
2017,"(2491.64, 582.90)",1,0,0,0,0,0,0,1,0,3,1,1,0,12,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,2,2,0,0,0,0,0,0,0,1,Macrophages
2018,"(2491.70, 2151.69)",0,2,2,0,1,0,0,3,0,0,5,6,4,5,0,0,0,0,0,1,1,0,0,0,0,1,0,1,2,0,0,0,11,2,0,0,0,1,0,1,3,3,Fibroblasts
2019,"(2491.76, 2530.90)",0,0,0,0,0,0,0,0,0,1,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,Fibroblasts
2020,"(2492.45, 1955.76)",1,0,2,0,0,0,0,0,1,0,2,0,4,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,7,5,15,32,0,1,0,0,3,0,Epithelial_cells
2021,"(2493.61, 2495.74)",1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,1,3,0,0,0,2,T_cells
2022,"(2493.76, 836.17)",5,0,1,0,0,0,0,0,0,2,2,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,4,0,0,0,0,0,0,0,Undefined
2023,"(2494.79, 356.23)",4,0,3,0,0,0,0,0,0,5,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,3,9,1,0,0,0,2,0,3,Endothelial_cells
2024,"(2495.10, 403.47)",3,0,0,1,0,0,0,0,0,2,10,5,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,3,3,0,0,0,0,0,0,0,1,Fibroblasts
2025,"(2495.60, 808.24)",1,0,0,0,0,0,0,1,0,3,1,0,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,5,3,0,1,0,1,0,0,0,2,Endothelial_cells
2026,"(2496.48, 2108.53)",3,0,0,1,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,1,1,2,0,0,2,4,2,2,8,1,1,0,2,12,4,Macrophages
2027,"(2496.87, 53.53)",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,B_cells
2028,"(2497.36, 1812.45)",0,1,0,0,0,0,0,0,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,0,0,1,0,Undefined
2029,"(2497.40, 2.15)",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Macrophages
2030,"(2497.97, 2185.83)",2,1,1,0,0,0,0,0,0,0,4,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3,0,0,0,0,0,0,3,0,Fibroblasts
2031,"(2499.28, 1351.90)",2,1,0,0,0,0,0,1,0,1,1,5,4,2,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,6,0,2,1,1,1,0,0,0,1,T_cells
2032,"(25.96, 2381.21)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Undefined
2033,"(250.00, 1627.67)",0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Undefined
2034,"(250.33, 1647.34)",3,0,0,2,0,0,0,2,0,1,2,3,1,1,0,2,0,0,1,0,0,0,0,7,1,0,0,1,2,0,0,1,11,3,0,0,0,1,0,0,4,7,Macrophages
2035,"(250.70, 458.06)",2,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,4,0,2,0,1,0,0,4,0,Macrophages
2036,"(2501.21, 1741.31)",1,0,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2,0,0,0,0,0,0,0,Endothelial_cells
2037,"(2501.83, 1023.49)",2,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,9,6,33,0,0,0,0,0,1,Epithelial_cells
2038,"(2502.82, 1399.95)",0,0,1,0,0,0,0,0,0,2,1,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,Endothelial_cells
2039,"(2502.99, 2291.28)",0,1,0,0,0,0,0,0,0,0,2,2,3,5,0,0,0,1,1,0,1,0,0,0,0,0,0,2,1,0,0,2,4,5,0,1,0,2,0,0,6,5,Neutrophils
2040,"(2503.99, 1517.63)",0,0,2,0,0,0,0,0,1,0,1,3,2,4,0,0,2,0,1,0,0,0,0,0,0,0,0,0,2,2,0,0,6,14,40,49,0,0,0,0,0,0,Epithelial_cells
2041,"(2504.34, 1940.51)",0,0,1,0,0,0,0,0,0,1,1,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,7,0,12,0,0,0,0,1,0,Epithelial_cells
2042,"(2505.10, 764.62)",1,0,1,0,0,0,0,0,0,2,0,0,1,4,0,0,0,0,1,0,0,0,0,6,1,0,0,1,0,0,0,0,2,1,0,3,0,0,0,0,0,0,Macrophages
2043,"(2505.38, 672.02)",0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,Undefined
2044,"(2506.22, 1875.89)",1,1,2,1,0,0,0,0,0,0,9,2,3,4,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,16,3,0,0,0,0,0,0,0,1,Fibroblasts
2045,"(2507.21, 888.47)",1,0,3,0,0,0,0,2,0,0,1,7,2,8,0,1,0,0,0,0,0,0,0,5,1,0,0,0,4,0,0,0,8,1,2,0,0,0,0,0,0,1,Macrophages
2046,"(2509.30, 627.35)",3,0,0,0,0,0,0,0,0,12,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,8,0,0,0,0,0,0,Endothelial_cells
2047,"(2509.52, 923.78)",0,0,2,0,0,0,0,6,0,0,0,0,1,3,0,0,1,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,3,6,4,0,0,0,0,0,0,B_cells
2048,"(2509.76, 1310.93)",0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,Fibroblasts
2049,"(251.67, 69.53)",0,0,1,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,3,0,1,0,0,3,0,B_cells
2050,"(251.93, 1530.66)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,2,4,0,1,0,1,0,1,Epithelial_cells
2051,"(2512.62, 1669.60)",0,1,1,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,5,1,0,0,1,0,0,0,0,3,2,2,0,0,0,0,1,0,0,Macrophages
2052,"(2513.80, 2248.53)",0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,Endothelial_cells
2053,"(2515.22, 735.56)",0,0,3,1,0,0,0,0,0,0,3,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,5,11,9,0,0,0,0,0,0,Epithelial_cells
2054,"(2515.28, 1388.29)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,Endothelial_cells
2055,"(2515.42, 570.18)",0,1,0,0,0,0,0,0,0,0,1,4,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,1,Undefined
2056,"(2515.43, 1172.13)",0,0,2,0,0,0,0,0,0,1,2,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,11,2,0,0,0,0,0,3,Epithelial_cells
2057,"(2517.21, 2399.85)",1,1,1,0,0,0,0,0,0,5,0,0,3,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,6,2,0,0,0,0,0,0,4,4,Endothelial_cells
2058,"(2517.77, 1570.74)",1,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,5,1,2,4,0,0,0,0,0,0,Fibroblasts
2059,"(252.33, 273.01)",0,1,1,0,0,0,0,0,0,1,2,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,6,0,2,0,0,3,1,Undefined
2060,"(2520.41, 2551.33)",5,0,0,0,0,0,0,1,0,4,1,0,1,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,Endothelial_cells
2061,"(2521.92, 515.10)",6,1,3,0,0,0,0,0,0,12,0,2,2,2,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,12,5,4,0,1,0,0,0,0,1,Endothelial_cells
2062,"(2522.95, 1748.89)",1,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,Endothelial_cells
2063,"(2523.28, 88.93)",0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,2,0,0,0,1,Fibroblasts
2064,"(2524.01, 1370.36)",1,0,1,0,0,0,0,0,0,1,0,16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,4,0,0,0,0,0,1,0,1,Fibroblasts
2065,"(2524.40, 763.32)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0,0,0,0,1,1,Epithelial_cells
2066,"(2525.08, 699.35)",0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,B_cells
2067,"(2525.37, 1332.51)",4,0,0,1,2,0,0,0,0,0,2,10,2,4,0,0,0,0,0,0,0,0,0,6,1,0,0,0,1,0,0,0,3,4,0,0,0,0,0,0,0,1,Macrophages
