,cell,Agbl1,Bank1,Ccl5,Ccr9,Cd79a,Chil3,Cldn5,Col1a2,Col3a1,Ddx60,Dhx58,Gzma,Ifi30,Ifi35,Ifih1,Ifit1,Ifit2,Ifit3,Isg15,Kcnip4,Pkib,Prickle2,Retnlg,Rsad2,S100a8,S100a9,Samhd1,Sftpa1,Sftpb,St8sia6,Stat1,Usp18,Znfx1,unknow,cluster
11613,"(2338.00, 2243.19)",3,3,0,0,5,0,1,1,0,12,0,1,0,0,1,0,0,0,0,4,0,0,0,4,0,0,1,1,0,0,1,6,4,8,B_cells
11614,"(2338.06, 2136.06)",2,22,1,1,1,2,1,1,1,11,0,0,0,0,0,0,0,0,0,4,0,6,0,4,0,1,0,2,16,0,1,5,5,5,Endothelial_cells
11615,"(2338.13, 2602.46)",3,19,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,3,0,8,15,0,0,1,2,0,Epithelial_cells
11616,"(2338.19, 2269.27)",2,10,1,1,0,0,2,0,1,4,0,2,1,1,0,0,0,0,2,4,0,1,1,1,1,1,0,13,16,1,2,0,3,9,Epithelial_cells
11617,"(2338.39, 1439.28)",0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,2,3,4,5,B_cells
11618,"(2338.40, 1450.47)",1,7,0,0,1,0,0,4,6,7,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,3,1,0,2,3,6,Fibroblasts
11619,"(2338.55, 2365.38)",0,0,1,1,0,0,0,1,3,3,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,2,0,0,1,4,8,5,Epithelial_cells
11620,"(2338.70, 403.05)",0,4,0,0,0,0,0,9,0,0,0,1,0,0,0,0,0,0,0,5,0,1,2,0,0,0,0,0,0,0,0,5,2,0,Fibroblasts
11621,"(2339.06, 1483.17)",0,23,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,1,0,18,0,1,2,6,3,B_cells
11622,"(2339.19, 1052.97)",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,1,Undefined
11623,"(2339.47, 2658.56)",1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,1,3,Fibroblasts
11624,"(2339.50, 1917.06)",0,4,0,0,3,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,3,5,Undefined
11625,"(2339.66, 35.49)",2,5,2,1,2,0,0,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Undefined
11626,"(2339.98, 172.05)",1,2,1,0,0,0,0,0,6,8,0,0,0,0,1,0,0,0,1,6,0,0,3,4,0,0,1,0,0,0,2,9,19,20,Undefined
11627,"(234.02, 1071.40)",0,6,0,0,1,0,0,2,2,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,7,0,2,B_cells
11628,"(234.05, 2273.36)",1,1,0,0,2,0,1,0,2,2,0,0,0,0,0,0,0,1,0,4,1,0,0,1,0,0,0,1,1,0,0,5,2,2,Macrophages
11629,"(234.05, 2295.07)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,3,0,1,T_cells
11630,"(234.05, 539.31)",0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,1,11,0,0,0,0,0,B_cells
11631,"(234.60, 2516.24)",5,1,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,2,1,2,Fibroblasts
11632,"(234.69, 2070.80)",5,0,0,1,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,1,0,0,0,0,1,6,2,Undefined
11633,"(234.72, 603.83)",0,6,0,0,0,0,0,4,0,2,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,3,0,0,2,0,1,Fibroblasts
11634,"(234.89, 1287.37)",3,14,0,1,0,0,0,0,1,4,0,0,0,0,0,0,0,1,1,1,0,2,0,0,0,0,0,10,3,1,0,3,3,10,Epithelial_cells
11635,"(234.91, 2755.77)",1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,6,0,0,Undefined
11636,"(2340.06, 1197.80)",1,0,1,1,3,0,0,3,2,3,0,0,0,0,0,0,0,0,0,3,2,0,1,1,0,0,0,0,0,0,0,4,2,5,Undefined
11637,"(2340.37, 66.34)",1,8,0,1,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,3,0,0,5,3,2,Undefined
11638,"(2340.47, 880.55)",0,1,0,1,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,1,Undefined
11639,"(2340.56, 1800.54)",2,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,5,0,2,0,0,0,0,0,1,0,1,1,3,4,3,Undefined
11640,"(2340.58, 2158.26)",3,4,1,1,3,0,2,0,0,2,0,0,0,0,0,0,0,0,0,8,0,0,0,1,0,0,0,1,0,0,0,5,6,1,Macrophages
11641,"(2340.81, 1788.59)",1,1,0,0,2,0,0,0,1,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,7,5,0,B_cells
11642,"(2340.85, 2476.35)",0,0,1,0,1,0,0,2,4,2,0,1,0,0,0,0,1,0,0,3,0,0,6,0,0,0,0,0,0,0,0,2,1,3,Neutrophils
11643,"(2340.86, 2563.18)",1,0,1,0,2,0,0,8,15,0,0,0,0,0,0,0,0,0,1,0,0,1,8,0,0,0,0,0,0,1,0,6,2,0,Fibroblasts
11644,"(2341.09, 558.31)",0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,2,3,1,B_cells
11645,"(2341.27, 1930.05)",3,2,0,0,5,0,2,0,2,3,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,4,12,12,B_cells
11646,"(2341.30, 921.32)",0,5,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,2,0,1,2,0,T_cells
11647,"(2341.57, 2753.29)",0,11,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,6,0,0,0,2,1,B_cells
11648,"(2341.67, 745.13)",5,0,0,0,2,0,9,0,0,10,0,0,0,1,0,0,0,0,1,2,0,1,0,0,0,0,0,1,1,1,0,3,1,2,Endothelial_cells
11649,"(2341.84, 2740.60)",0,16,0,0,0,1,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,2,0,2,7,0,0,1,1,4,B_cells
11650,"(2341.94, 1361.21)",1,3,0,0,9,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,1,0,1,0,2,B_cells
11651,"(2342.01, 992.78)",1,5,1,0,5,0,0,3,3,6,1,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,1,0,1,5,0,4,B_cells
11652,"(2342.02, 315.70)",1,6,0,0,5,0,0,0,2,0,0,1,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,5,2,B_cells
11653,"(2342.02, 958.18)",1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,Macrophages
11654,"(2342.28, 2184.53)",1,6,7,0,3,0,0,1,19,3,0,0,0,1,0,0,0,0,0,4,0,2,1,1,0,0,0,0,0,0,1,11,8,7,NK_cells
11655,"(2342.57, 510.55)",2,0,2,0,0,1,0,1,6,3,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,4,6,0,0,6,2,8,Epithelial_cells
11656,"(2342.70, 2530.49)",0,4,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,7,0,0,7,3,2,Undefined
11657,"(2342.84, 732.36)",0,1,2,0,3,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,2,1,2,Undefined
11658,"(2342.86, 2433.79)",0,3,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,4,3,1,Fibroblasts
11659,"(2342.91, 2791.50)",4,0,0,0,1,0,0,2,0,2,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,3,2,Undefined
11660,"(2343.01, 302.66)",5,29,4,0,0,2,0,4,18,11,2,1,0,0,2,0,0,0,0,15,0,2,0,1,2,0,0,5,17,3,4,14,23,6,B_cells
11661,"(2343.07, 1304.29)",6,7,0,0,1,0,1,2,1,5,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,2,2,10,4,Endothelial_cells
11662,"(2343.42, 688.57)",1,2,0,0,4,0,1,1,2,1,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,1,0,0,0,2,2,4,B_cells
11663,"(2343.52, 2393.71)",1,0,0,0,1,0,0,1,3,10,0,1,0,0,1,0,1,0,1,3,0,0,0,1,0,0,1,0,0,0,1,4,15,4,NK_cells
11664,"(2343.66, 1735.22)",5,2,0,0,0,0,0,2,1,2,0,0,0,0,0,0,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,1,1,5,Macrophages
11665,"(2343.79, 2831.91)",0,0,1,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,1,0,0,0,2,0,20,3,Undefined
11666,"(2343.81, 1215.02)",6,8,0,1,3,0,2,1,2,5,0,0,0,0,1,0,0,0,0,4,0,2,2,0,0,0,0,2,4,0,0,3,3,5,Undefined
11667,"(2343.91, 142.14)",0,15,0,0,1,0,0,2,3,4,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,5,0,1,4,3,5,B_cells
11668,"(2344.15, 2547.74)",0,5,0,0,1,0,0,0,14,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,10,3,1,Fibroblasts
11669,"(2344.39, 645.80)",4,0,0,0,7,0,0,2,4,0,0,1,0,0,0,0,0,0,0,5,1,0,1,1,0,0,0,0,0,1,3,5,16,7,B_cells
11670,"(2344.51, 1466.55)",1,4,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,2,0,1,1,4,0,0,0,2,0,0,0,3,1,4,Epithelial_cells
11671,"(2344.56, 2258.93)",5,0,0,0,1,0,3,5,1,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,6,6,Fibroblasts
11672,"(2344.56, 2806.41)",0,1,0,0,0,0,0,0,2,7,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,2,0,0,0,1,1,2,3,Fibroblasts
11673,"(2344.58, 418.94)",0,15,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,1,0,2,0,0,2,0,0,2,12,0,0,3,2,1,B_cells
11674,"(2344.60, 10.71)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,5,0,3,Macrophages
11675,"(2344.82, 78.53)",0,20,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,12,0,0,0,1,1,B_cells
11676,"(2344.85, 2145.23)",1,2,0,0,2,0,0,5,1,1,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,1,2,1,Macrophages
11677,"(2344.86, 2022.87)",2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,1,Fibroblasts
11678,"(2344.93, 427.95)",3,17,0,0,3,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,11,1,0,1,2,5,B_cells
11679,"(2344.99, 1906.39)",6,0,0,1,0,0,3,1,0,4,0,0,0,0,0,0,0,1,0,2,1,0,0,1,0,0,1,0,0,0,0,3,10,8,Endothelial_cells
11680,"(2345.00, 2344.44)",1,4,1,0,0,0,0,3,3,3,0,0,0,1,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,9,6,7,Fibroblasts
11681,"(2345.27, 936.96)",0,16,0,0,4,1,0,0,1,5,0,0,0,0,0,0,0,0,1,6,0,0,0,1,0,1,0,1,14,1,0,1,1,2,B_cells
11682,"(2345.87, 564.83)",2,1,0,0,2,0,0,3,7,3,0,1,1,0,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,Fibroblasts
11683,"(2346.06, 2586.67)",3,6,1,0,0,0,2,5,5,1,0,0,0,0,0,0,0,0,2,1,1,1,1,0,0,2,0,1,2,0,0,10,1,2,Neutrophils
11684,"(2346.24, 1767.60)",1,0,0,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,2,B_cells
11685,"(2346.32, 1062.13)",1,5,1,0,1,0,3,2,3,1,0,0,0,0,0,0,0,0,0,8,0,0,1,0,0,0,0,0,1,1,0,3,1,1,Macrophages
11686,"(2346.35, 664.57)",7,0,0,1,3,0,2,4,0,6,0,0,0,0,0,0,0,0,0,2,1,0,1,1,0,0,0,0,0,0,2,5,7,3,Fibroblasts
11687,"(2346.39, 1810.45)",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,2,0,Macrophages
11688,"(2346.39, 2446.65)",1,9,0,0,0,0,0,9,16,4,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,1,1,0,1,0,0,5,9,1,Fibroblasts
11689,"(2346.51, 790.33)",10,5,0,0,4,0,7,3,4,7,0,0,0,0,0,0,0,0,0,7,0,0,0,1,0,0,0,0,0,2,0,6,0,2,Endothelial_cells
11690,"(2346.59, 2089.11)",3,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,Macrophages
11691,"(2346.72, 2233.94)",1,3,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,1,1,0,13,3,T_cells
11692,"(2346.74, 1013.79)",1,1,1,0,1,0,0,1,8,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,1,0,0,3,0,3,Fibroblasts
11693,"(2346.80, 1292.81)",0,19,0,0,0,1,0,0,1,5,0,0,0,0,1,0,0,0,0,0,0,2,0,2,0,0,0,1,17,0,0,6,3,4,Epithelial_cells
11694,"(2346.82, 2727.39)",6,0,0,0,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,1,0,0,0,3,3,3,B_cells
11695,"(2346.91, 131.50)",0,1,2,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,1,0,0,2,1,2,NK_cells
11696,"(2346.99, 630.17)",3,1,2,0,6,0,0,1,4,1,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,2,0,0,1,0,7,7,0,B_cells
11697,"(2347.27, 37.69)",0,3,0,0,0,0,0,5,2,0,0,1,0,0,0,0,0,0,0,3,0,1,1,0,0,0,0,0,3,1,0,2,0,0,Fibroblasts
11698,"(2347.33, 847.04)",1,20,0,0,2,1,0,1,1,1,0,0,0,0,0,0,0,0,2,0,0,3,0,1,4,0,0,3,14,0,0,2,0,3,Neutrophils
11699,"(2347.63, 2301.64)",0,12,0,0,0,0,3,0,0,2,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,5,0,1,0,9,7,B_cells
11700,"(2347.66, 118.82)",2,7,4,1,3,0,0,0,14,4,0,0,0,0,0,0,0,0,0,13,1,0,4,0,0,0,0,0,0,0,0,8,6,2,Macrophages
11701,"(2347.71, 2626.42)",5,8,0,2,5,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,3,2,0,5,1,1,T_cells
11702,"(2347.73, 2696.55)",2,2,1,0,1,0,0,0,5,5,0,0,1,0,0,0,0,0,2,9,0,0,0,1,0,0,0,3,0,0,1,5,5,4,Macrophages
11703,"(2347.81, 714.25)",7,1,0,1,4,0,8,2,0,1,0,1,0,0,0,0,0,0,1,2,0,1,0,0,0,1,1,0,0,0,5,0,15,8,Endothelial_cells
11704,"(2348.03, 1376.44)",0,3,1,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,1,0,0,2,2,0,0,11,1,3,Fibroblasts
11705,"(2348.06, 589.02)",0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,B_cells
11706,"(2348.22, 2845.38)",0,0,0,0,0,0,0,0,0,10,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,19,0,Undefined
11707,"(2348.24, 1797.51)",0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,4,1,Fibroblasts
11708,"(2348.27, 531.28)",7,2,0,0,6,0,4,3,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,7,0,B_cells
11709,"(2348.56, 2782.59)",3,0,0,0,2,0,1,0,3,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Macrophages
11710,"(2348.66, 2459.54)",0,15,0,0,1,1,0,3,2,1,0,0,0,0,0,0,0,0,1,4,0,2,0,1,1,1,0,1,8,0,0,3,2,4,B_cells
11711,"(2348.66, 575.80)",11,19,0,1,4,0,10,0,0,11,0,0,0,0,0,0,0,0,0,6,0,3,0,1,0,0,0,3,18,0,0,7,7,5,Endothelial_cells
11712,"(2348.74, 382.91)",0,1,1,0,12,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,B_cells
11713,"(2348.75, 2057.58)",1,6,0,0,5,0,7,0,2,1,0,0,0,0,1,0,0,0,0,7,0,0,0,1,0,0,0,0,0,2,0,1,9,7,Endothelial_cells
11714,"(2348.91, 1029.35)",2,5,0,0,2,0,0,1,5,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,1,1,0,0,3,0,3,Fibroblasts
11715,"(2348.98, 925.76)",0,4,0,0,1,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Fibroblasts
11716,"(2349.17, 2219.94)",5,6,0,1,1,0,0,2,3,5,0,0,0,0,0,1,0,0,0,6,0,0,0,1,0,0,1,1,4,0,1,7,3,9,Macrophages
11717,"(2349.24, 2659.09)",5,2,0,0,4,0,3,0,3,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,1,0,1,Endothelial_cells
11718,"(2349.40, 1268.04)",0,0,0,1,1,0,1,0,2,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,2,2,0,Undefined
11719,"(2349.40, 190.20)",2,16,0,0,1,0,0,2,5,19,0,0,0,0,0,0,0,0,0,19,0,0,0,0,3,0,0,2,3,0,1,14,13,12,Macrophages
11720,"(2349.43, 2713.66)",4,1,0,0,0,0,0,2,1,6,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,4,4,16,8,Fibroblasts
11721,"(2349.51, 2824.95)",0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,Fibroblasts
11722,"(2349.64, 52.34)",0,2,1,0,4,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,5,0,1,B_cells
11723,"(2349.72, 168.10)",4,3,1,0,0,0,0,2,1,8,0,1,0,0,0,0,0,0,0,5,0,0,2,0,0,0,0,0,0,0,0,6,10,9,Undefined
11724,"(2349.72, 898.37)",3,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,4,0,2,Macrophages
11725,"(2349.73, 2311.20)",0,16,2,0,3,3,0,0,2,7,0,0,0,0,0,0,0,0,0,8,2,2,0,1,1,0,0,3,10,2,0,4,3,6,Macrophages
11726,"(2349.88, 1421.42)",0,5,0,0,1,0,1,0,1,4,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,1,0,6,0,2,5,3,6,Endothelial_cells
11727,"(2349.88, 865.81)",4,4,0,0,3,0,1,3,1,2,0,0,0,1,0,0,0,0,0,8,0,0,0,2,0,0,0,0,5,0,0,7,7,4,Macrophages
11728,"(2349.94, 88.12)",3,8,0,0,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,5,0,0,1,4,1,B_cells
11729,"(235.00, 1175.28)",0,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,T_cells
11730,"(235.18, 1972.23)",2,2,0,0,0,0,1,2,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,6,0,0,Undefined
11731,"(235.24, 2585.47)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,Undefined
11732,"(235.26, 1093.17)",3,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,0,1,Fibroblasts
11733,"(235.32, 1839.17)",0,1,0,0,1,0,0,2,1,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Fibroblasts
11734,"(235.41, 362.85)",4,1,0,0,2,0,3,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,Endothelial_cells
11735,"(235.44, 1299.33)",2,7,0,0,0,0,1,3,4,3,0,1,0,0,0,0,0,0,0,4,0,1,0,1,0,0,0,0,0,0,0,2,2,1,Fibroblasts
11736,"(235.54, 1338.58)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,B_cells
11737,"(235.69, 2330.37)",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,5,0,0,1,0,2,Neutrophils
11738,"(235.70, 832.61)",5,21,0,1,1,0,1,1,3,2,0,1,0,0,0,0,0,0,1,6,0,1,0,1,0,0,0,4,9,0,0,5,0,2,B_cells
11739,"(235.96, 2158.09)",4,0,0,0,1,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,Fibroblasts
11740,"(235.99, 1329.93)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Undefined
11741,"(2350.09, 976.20)",0,18,0,0,4,0,0,0,1,3,0,0,0,0,0,0,0,0,2,2,0,4,1,0,1,0,0,2,10,0,0,1,0,0,B_cells
11742,"(2350.13, 950.65)",0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,Fibroblasts
11743,"(2350.23, 1362.38)",0,20,0,0,0,0,0,2,1,5,0,0,0,0,0,0,0,0,0,0,0,3,1,0,5,0,0,5,12,0,0,1,5,2,Neutrophils
11744,"(2350.49, 551.93)",3,3,0,0,3,1,0,2,8,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,2,5,0,5,0,0,T_cells
11745,"(2350.63, 2750.54)",2,6,0,0,4,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,6,7,0,B_cells
11746,"(2350.90, 1441.86)",0,11,0,0,0,0,0,1,2,4,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,15,0,2,7,8,10,Epithelial_cells
11747,"(2351.03, 1748.23)",0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,1,1,0,0,0,3,0,0,0,1,4,0,1,2,5,3,Epithelial_cells
11748,"(2351.17, 2070.15)",4,0,0,0,0,0,4,0,2,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,3,2,5,Endothelial_cells
11749,"(2351.21, 674.35)",1,2,0,0,1,0,1,3,7,1,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,3,3,0,Fibroblasts
11750,"(2351.23, 2647.03)",2,0,0,0,0,0,2,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,Fibroblasts
11751,"(2351.31, 2270.46)",0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,1,1,4,2,Endothelial_cells
11752,"(2351.39, 962.88)",0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,B_cells
11753,"(2351.57, 2682.13)",0,5,0,0,6,0,0,0,5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,2,1,1,3,1,T_cells
11754,"(2351.81, 1232.51)",6,2,0,0,1,2,0,0,14,4,0,0,0,0,0,0,0,0,2,1,0,2,1,0,0,0,0,0,1,0,0,6,2,5,Fibroblasts
11755,"(2352.13, 2522.95)",0,3,0,0,0,0,0,1,3,2,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,6,0,0,15,2,6,Epithelial_cells
11756,"(2352.21, 2154.34)",0,3,2,0,0,0,0,1,4,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,4,4,3,NK_cells
11757,"(2352.24, 339.78)",3,8,4,0,2,2,0,0,6,5,0,0,1,0,0,0,1,0,0,10,0,1,0,0,0,0,0,3,2,1,2,4,5,9,Macrophages
11758,"(2352.37, 2034.29)",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Undefined
11759,"(2352.99, 2740.84)",2,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,4,3,0,Epithelial_cells
11760,"(2353.28, 885.72)",3,0,0,0,1,0,0,1,4,0,0,0,0,0,0,0,0,0,0,7,0,2,0,0,0,0,0,0,0,0,0,5,1,4,Macrophages
11761,"(2353.46, 213.82)",1,4,1,0,2,0,0,6,8,4,0,0,0,0,0,0,0,0,0,11,1,1,1,0,0,0,0,0,1,0,0,44,8,10,Macrophages
11762,"(2353.74, 2810.64)",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,Undefined
11763,"(2353.74, 407.34)",1,0,0,1,3,0,3,0,0,1,0,0,0,0,1,0,0,0,1,3,0,0,0,0,2,0,0,0,1,0,0,3,4,1,Endothelial_cells
