,cell,Agbl1,Bank1,Ccl5,Ccr9,Cd79a,Chil3,Cldn5,Col1a2,Col3a1,Ddx60,Dhx58,Gzma,Ifi30,Ifi35,Ifih1,Ifit1,Ifit2,Ifit3,Isg15,Kcnip4,Pkib,Prickle2,Retnlg,Rsad2,S100a8,S100a9,Samhd1,Sftpa1,Sftpb,St8sia6,Stat1,Usp18,Znfx1,unknow,cluster
140,"(102.57, 799.95)",0,0,1,0,0,0,0,2,4,1,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,1,1,2,Undefined
141,"(102.61, 2267.69)",2,1,0,0,4,0,0,0,1,2,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,5,1,9,B_cells
142,"(102.74, 2591.24)",1,2,1,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,2,Undefined
143,"(102.78, 1165.30)",0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,2,B_cells
144,"(1020.35, 1688.49)",1,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,2,4,4,B_cells
145,"(1020.51, 1770.98)",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,1,0,0,0,0,4,7,5,Macrophages
146,"(1020.61, 2358.95)",2,10,0,0,0,0,0,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,2,B_cells
147,"(1020.72, 826.58)",0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,Fibroblasts
148,"(1020.89, 256.06)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,5,1,2,Macrophages
149,"(1020.93, 166.34)",1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,1,0,B_cells
150,"(1021.34, 2010.07)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,1,Epithelial_cells
151,"(1021.54, 242.18)",0,12,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,1,0,0,1,12,0,0,2,3,0,Epithelial_cells
152,"(1021.62, 1101.13)",1,0,1,0,1,0,0,8,23,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,8,0,1,Fibroblasts
153,"(1021.63, 2794.32)",2,0,1,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4,0,Undefined
154,"(1021.80, 201.47)",0,5,0,1,5,0,0,0,3,6,0,0,0,0,0,0,0,0,0,7,0,1,0,1,0,0,0,0,0,2,1,5,6,5,T_cells
155,"(1021.88, 1546.21)",22,2,1,0,0,0,3,4,2,8,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,1,0,13,1,Endothelial_cells
156,"(1021.98, 2298.83)",1,2,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,B_cells
157,"(1021.99, 816.49)",0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,Fibroblasts
158,"(1022.00, 1630.20)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Undefined
159,"(1022.02, 311.54)",1,26,4,0,0,0,0,8,15,5,0,0,0,0,0,0,0,0,0,6,1,4,1,0,0,0,0,0,13,0,0,6,4,1,B_cells
160,"(1022.19, 2318.84)",2,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,2,Fibroblasts
161,"(1022.32, 1679.71)",0,2,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,10,3,3,Undefined
162,"(1023.84, 2571.16)",0,0,0,0,0,0,0,2,6,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,5,2,Fibroblasts
163,"(1023.87, 265.65)",2,3,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,2,4,0,Macrophages
164,"(1023.91, 354.20)",3,15,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,3,0,0,1,2,3,B_cells
165,"(1023.96, 2603.59)",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,4,4,Undefined
166,"(1024.53, 2023.53)",4,3,1,0,0,0,0,7,21,0,0,0,0,0,0,0,0,0,0,8,0,0,1,0,0,0,0,0,0,0,0,1,4,6,Fibroblasts
167,"(1024.64, 1987.50)",0,3,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,7,1,0,Fibroblasts
168,"(1024.69, 1434.37)",0,1,1,0,1,0,0,2,6,1,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,1,0,0,4,2,2,Fibroblasts
169,"(1024.81, 2722.93)",5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Undefined
170,"(1024.88, 1405.24)",10,11,0,0,1,0,0,4,3,3,0,0,0,0,1,0,0,0,0,2,0,3,0,1,0,0,0,3,0,0,0,3,11,10,Endothelial_cells
171,"(1025.17, 2309.47)",1,2,0,0,0,0,0,1,8,2,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,Fibroblasts
172,"(1025.25, 2442.51)",4,0,1,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,Fibroblasts
173,"(1025.40, 38.42)",0,1,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,6,0,1,Macrophages
174,"(1025.41, 1597.45)",1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,Undefined
175,"(1025.55, 2468.04)",2,1,0,0,2,0,0,2,8,3,0,0,0,2,1,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,2,1,3,7,Fibroblasts
176,"(1025.83, 2583.75)",3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Macrophages
177,"(1025.91, 189.78)",3,4,0,1,1,0,0,1,0,2,0,0,0,0,0,0,0,1,0,8,0,0,0,0,0,0,0,0,0,0,0,1,3,4,Macrophages
178,"(1025.94, 277.19)",3,1,1,0,2,0,1,2,6,3,0,0,0,0,0,0,0,0,1,10,0,1,0,0,0,0,0,1,0,0,0,6,4,0,Macrophages
179,"(1026.09, 1800.57)",0,1,3,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,2,4,NK_cells
180,"(1026.34, 785.70)",4,2,0,0,2,0,0,2,11,9,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,1,0,5,Neutrophils
181,"(1026.39, 1499.04)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,1,Undefined
182,"(1026.40, 801.84)",4,0,0,0,1,0,1,1,8,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,2,1,0,Fibroblasts
183,"(1026.81, 2526.39)",0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,Fibroblasts
184,"(1026.86, 85.79)",0,5,2,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,9,0,0,3,5,1,Epithelial_cells
185,"(1027.11, 2614.39)",1,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Macrophages
186,"(1027.12, 2370.63)",3,2,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,5,0,1,0,2,0,0,0,0,0,0,0,0,1,1,Undefined
187,"(1027.19, 2806.61)",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,4,0,Macrophages
188,"(1027.45, 296.14)",1,5,1,1,0,0,0,10,13,3,0,0,0,0,0,0,0,0,1,3,0,1,4,1,0,0,0,1,2,0,0,10,4,5,Fibroblasts
189,"(1027.61, 2592.08)",0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,2,B_cells
190,"(1028.06, 1530.80)",3,4,0,1,3,0,0,3,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,2,6,3,Undefined
191,"(1028.07, 1297.42)",1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,B_cells
192,"(1028.38, 1906.93)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,Undefined
193,"(1028.44, 220.35)",0,3,0,0,9,0,2,2,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,2,2,2,B_cells
194,"(1028.56, 2431.70)",6,8,0,0,3,0,1,1,2,2,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,1,0,0,1,0,7,3,B_cells
195,"(1028.63, 1779.24)",0,1,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,5,0,1,Macrophages
196,"(1028.65, 22.89)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,3,Macrophages
197,"(1028.75, 1671.03)",0,6,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,10,1,0,B_cells
198,"(1028.97, 2706.02)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,Undefined
199,"(1029.51, 2172.48)",5,4,1,0,0,0,0,2,12,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,3,2,4,Fibroblasts
200,"(1029.56, 2512.32)",1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,1,3,Endothelial_cells
201,"(1029.74, 695.09)",0,14,0,0,1,0,0,4,14,1,0,1,0,0,0,0,0,0,1,3,0,3,3,0,0,2,0,0,10,0,0,23,1,3,Fibroblasts
202,"(1029.82, 1978.16)",0,6,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,7,2,2,Macrophages
203,"(1029.96, 1111.09)",5,4,0,0,0,0,0,7,41,0,0,1,0,0,0,0,0,0,0,1,0,0,26,0,0,0,0,1,0,0,0,8,5,4,Fibroblasts
204,"(103.06, 266.66)",0,15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,3,0,0,2,0,0,1,9,0,0,2,1,0,Macrophages
205,"(103.19, 2645.28)",3,17,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,9,0,0,1,0,3,B_cells
206,"(103.24, 2559.43)",1,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,B_cells
207,"(103.30, 2147.60)",5,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,3,Macrophages
208,"(103.37, 127.53)",1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,5,2,0,Fibroblasts
209,"(103.47, 880.04)",2,16,0,0,0,1,0,1,0,6,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,20,0,0,7,1,3,Epithelial_cells
210,"(103.65, 1354.80)",0,1,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,1,0,0,1,0,1,0,1,Macrophages
211,"(103.75, 1754.69)",3,4,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,8,0,1,13,2,10,Epithelial_cells
212,"(103.78, 2415.14)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,22,Undefined
213,"(103.79, 99.50)",1,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,5,0,0,0,0,1,Epithelial_cells
214,"(103.90, 1974.57)",2,23,2,0,0,1,0,3,31,14,0,2,0,0,0,0,0,0,1,11,0,2,2,1,1,0,0,0,3,0,6,33,17,3,Fibroblasts
215,"(103.91, 817.37)",3,4,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,5,0,0,2,1,3,Macrophages
216,"(1030.70, 1917.52)",0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,B_cells
217,"(1030.71, 1967.30)",0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,4,1,Macrophages
218,"(1031.28, 2819.26)",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Undefined
219,"(1031.38, 236.85)",1,6,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,1,0,2,NK_cells
220,"(1031.54, 347.21)",0,4,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,4,0,2,1,0,0,0,0,0,2,0,0,2,4,6,Fibroblasts
221,"(1031.71, 765.40)",0,2,0,0,0,0,0,3,4,6,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,1,2,11,4,Fibroblasts
222,"(1031.98, 60.81)",2,19,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,3,8,0,0,7,0,3,B_cells
223,"(1032.09, 2349.80)",2,9,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,2,0,0,3,3,0,B_cells
224,"(1032.15, 1638.24)",3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,Fibroblasts
225,"(1032.24, 1452.30)",2,38,1,0,2,0,1,6,8,10,0,0,0,0,0,0,0,0,1,9,0,1,0,1,0,0,0,3,13,0,6,11,11,8,B_cells
226,"(1032.56, 2421.94)",2,14,0,0,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,0,5,4,B_cells
227,"(1032.64, 1651.89)",1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Undefined
228,"(1033.19, 169.75)",3,20,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,6,0,2,0,0,0,1,0,0,7,0,0,1,2,4,B_cells
229,"(1033.45, 108.74)",7,5,3,0,4,0,0,2,6,1,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,1,0,2,7,2,NK_cells
230,"(1033.52, 1788.83)",0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,8,0,2,B_cells
231,"(1033.55, 1955.01)",0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,Fibroblasts
232,"(1033.66, 2302.98)",1,9,0,0,0,0,0,1,6,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,2,4,3,Undefined
233,"(1033.97, 2541.20)",0,0,0,0,0,0,0,0,3,5,0,0,1,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,1,0,2,1,Fibroblasts
234,"(1034.01, 2225.36)",3,1,0,0,1,0,0,2,2,3,0,2,0,0,1,0,0,0,0,8,0,0,0,1,0,0,0,0,0,0,2,1,10,10,NK_cells
235,"(1034.11, 1941.88)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,3,1,1,Epithelial_cells
236,"(1034.50, 2381.94)",1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,Undefined
237,"(1034.68, 2639.12)",1,1,1,0,2,0,0,0,1,3,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,1,0,7,B_cells
238,"(1034.84, 2499.32)",4,1,0,2,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,5,2,Endothelial_cells
239,"(1035.10, 2019.83)",0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,2,Fibroblasts
240,"(1035.10, 859.48)",3,0,0,1,1,0,0,11,8,1,0,0,0,0,0,0,0,0,0,1,0,1,3,0,0,0,0,0,0,0,0,3,0,4,Fibroblasts
241,"(1035.12, 772.37)",0,1,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Fibroblasts
242,"(1035.28, 2612.27)",3,1,0,0,1,0,2,0,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Endothelial_cells
243,"(1035.47, 2838.16)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,3,4,3,Macrophages
244,"(1035.68, 2793.77)",0,2,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,2,Fibroblasts
245,"(1035.91, 147.97)",0,4,1,0,2,0,0,2,5,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,8,3,1,Fibroblasts
246,"(1036.01, 1491.27)",12,1,0,0,1,0,2,0,3,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,5,4,Endothelial_cells
247,"(1036.54, 792.26)",3,0,0,0,0,0,0,0,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,Fibroblasts
248,"(1036.74, 1590.95)",0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Epithelial_cells
249,"(1037.18, 2474.75)",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Undefined
250,"(1037.20, 1928.98)",1,10,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2,6,B_cells
251,"(1037.46, 2573.31)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,Undefined
252,"(1037.47, 2669.28)",0,8,0,0,0,0,0,1,0,7,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,2,1,12,10,Macrophages
253,"(1037.70, 1504.95)",2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,5,1,Macrophages
254,"(1038.27, 2241.36)",3,4,0,1,1,0,0,3,5,12,0,2,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,1,0,1,1,4,9,12,Macrophages
255,"(1038.38, 1521.77)",8,0,0,1,0,0,0,1,6,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,2,6,1,Fibroblasts
256,"(1038.43, 1571.94)",3,3,0,0,5,0,1,0,0,2,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,2,0,6,6,B_cells
257,"(1038.68, 708.18)",2,0,1,0,2,0,0,11,8,2,0,0,0,0,0,0,0,0,1,3,0,1,3,0,0,0,0,0,2,1,1,3,10,1,Fibroblasts
258,"(1038.74, 2733.80)",1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3,Undefined
259,"(1038.84, 2743.80)",0,5,3,0,2,0,0,0,0,2,0,0,0,0,1,0,1,0,0,2,0,0,0,7,0,0,0,0,0,2,1,1,7,5,T_cells
260,"(1039.04, 206.36)",0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,B_cells
261,"(1039.05, 2312.84)",0,0,0,0,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,6,3,Neutrophils
262,"(1039.77, 1136.14)",13,11,5,3,4,0,1,9,46,20,0,0,0,0,0,0,0,1,1,19,0,0,13,1,0,0,0,0,0,1,0,19,14,12,Fibroblasts
263,"(1039.88, 2594.47)",0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,B_cells
264,"(104.08, 2457.28)",2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,8,B_cells
265,"(104.09, 2363.34)",2,2,0,0,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2,1,4,T_cells
266,"(104.12, 539.51)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,2,Macrophages
267,"(104.41, 2577.67)",9,18,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,2,9,0,0,1,0,1,B_cells
268,"(104.70, 343.93)",3,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,7,0,0,1,0,5,Epithelial_cells
269,"(104.71, 1280.10)",2,2,0,0,3,0,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,2,0,0,1,0,2,1,Endothelial_cells
270,"(104.72, 2189.99)",7,5,0,1,3,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,13,B_cells
271,"(104.74, 775.45)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,4,Epithelial_cells
272,"(104.78, 1115.22)",1,0,0,0,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,5,B_cells
273,"(104.83, 1615.89)",0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,10,0,2,Undefined
274,"(104.89, 1221.55)",2,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,7,0,2,B_cells
275,"(1040.74, 2700.86)",0,0,0,0,1,0,0,1,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,Fibroblasts
276,"(1040.75, 1530.30)",3,1,3,1,0,0,1,1,2,2,0,1,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,1,0,1,5,NK_cells
277,"(1040.82, 157.47)",0,2,1,0,2,0,0,2,9,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,1,0,Fibroblasts
278,"(1040.90, 254.63)",3,1,0,0,2,0,0,1,2,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,3,0,0,5,2,2,Undefined
279,"(1041.15, 237.68)",0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,3,0,0,0,0,0,0,2,0,0,4,0,0,Endothelial_cells
280,"(1041.23, 2255.23)",2,2,3,0,1,0,0,3,5,4,0,1,0,0,0,0,1,0,0,3,0,0,0,1,0,0,1,0,0,1,1,2,4,3,NK_cells
281,"(1041.39, 698.28)",2,21,5,0,2,0,0,15,19,0,0,0,0,0,0,0,0,0,1,17,0,3,16,0,0,1,0,1,13,1,0,25,3,3,Fibroblasts
282,"(1041.47, 1666.74)",0,22,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,7,0,0,5,1,1,B_cells
283,"(1041.69, 1386.23)",4,10,0,0,1,0,0,1,1,3,0,1,0,0,0,0,0,0,1,3,0,0,0,4,0,0,0,0,0,0,3,4,17,5,B_cells
284,"(1041.83, 2349.38)",4,2,0,1,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,2,1,0,Endothelial_cells
285,"(1041.84, 2414.87)",2,10,0,0,2,0,0,0,1,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,2,0,4,0,11,17,B_cells
286,"(1041.90, 2686.12)",0,0,0,0,0,0,0,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,4,0,Fibroblasts
287,"(1042.03, 1540.89)",1,3,0,0,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,4,6,2,Macrophages
288,"(1042.31, 1628.10)",2,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,6,3,B_cells
289,"(1042.34, 988.92)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,B_cells
290,"(1042.45, 781.49)",7,7,0,0,5,0,0,2,7,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,3,0,2,6,2,T_cells
291,"(1042.51, 2532.95)",0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,1,B_cells
292,"(1042.71, 52.02)",0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,7,0,1,Undefined
